Item_ID,Item_Name,Price,Sell_Price,HP_Restore,HP_Restore_Param,SLP_Heal,PSN_Heal,BRN_Heal,FRZ_Heal,PRZ_Heal,CFS_Heal,INF_Heal,Guard_Spec,Revive,Revive_All,Level_Up,Evolve,PP_Restore,PP_Restore_Param,PP_Restore_All,PP_Up,PP_Max,ATK_Stages,DEF_Stages,SpATK_Stages,SpDEF_Stages,Speed_Stages,Accuracy_Stages,CritRate_Stages,HP_EV_Up,HP_EV_Param,ATK_EV_Up,ATK_EV_Param,DEF_EV_Up,DEF_EV_Param,Speed_EV_Up,Speed_EV_Param,SpATK_EV_Up,SpATK_EV_Param,SpDEF_EV_Up,SpDEF_EV_Param,Friendship_Lo,Friendship_Med,Friendship_Hi,Shop_Locations,Given_At_Locations
27,ITEM_FULL_HEAL,400,200,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,DEPART 1 F2 (H#0169) [Goldenrod Department Upper2 F] | SHED 05 HS23 (H#0284) [Cianwood Pharmacy] | DEPART 2 F2 (H#0448) [Celadon Department Upper2 F] | Badge Mart (unlocks at 5 badges),
28,ITEM_REVIVE,2000,1000,TRUE,254,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,DEPART 1 F2 (H#0169) [Goldenrod Department Upper2 F] | SHED 05 HS23 (H#0284) [Cianwood Pharmacy] | DEPART 2 F2 (H#0448) [Celadon Department Upper2 F] | Badge Mart (unlocks at 3 badges),
29,ITEM_MAX_REVIVE,4000,2000,TRUE,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
30,ITEM_FRESH_WATER,200,100,TRUE,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,RADE F2 LIBRY (H#0372) [Mt Moon Square] | D02FS0101 (H#0518) [Mt Moon Square],
31,ITEM_SODA_POP,300,150,TRUE,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,RADE F2 LIBRY (H#0372) [Mt Moon Square] | D02FS0101 (H#0518) [Mt Moon Square],
32,ITEM_LEMONADE,400,200,TRUE,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,RADE F2 LIBRY (H#0372) [Mt Moon Square] | D02FS0101 (H#0518) [Mt Moon Square],
33,ITEM_MOOMOO_MILK,600,300,TRUE,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
34,ITEM_ENERGY_POWDER,500,250,TRUE,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,,
35,ITEM_ENERGY_ROOT,1200,600,TRUE,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,,
36,ITEM_HEAL_POWDER,300,150,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,,
37,ITEM_REVIVAL_HERB,2800,1400,TRUE,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,,
38,ITEM_ETHER,1200,600,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,RADE 06 HS30 (H#0361)
39,ITEM_MAX_ETHER,2000,1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,127,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
40,ITEM_ELIXIR,3000,1500,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
41,ITEM_MAX_ELIXIR,4500,2250,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,127,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
42,ITEM_LAVA_COOKIE,200,100,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
43,ITEM_BERRY_JUICE,100,50,TRUE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
44,ITEM_SACRED_ASH,200,100,TRUE,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,RADE 01 GV09 (H#0356)
45,ITEM_HP_UP,10000,5000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,TRUE,10,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,DEPART 1 F4 (H#0171) [Goldenrod Department4 F] | MANSION A5 (H#0396) [Goldenrod Department4 F] | DEPART 2 F5 (H#0451) [Celadon Department Right5 F],A HQ1 F2 (H#0062) | LOBA 07 GV01 (H#0082) | A HQ1 F2 (H#0180) | D HQ1 F2 (H#0186)
46,ITEM_PROTEIN,10000,5000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,TRUE,10,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,DEPART 1 F4 (H#0171) [Goldenrod Department4 F] | MANSION A5 (H#0396) [Goldenrod Department4 F] | DEPART 2 F5 (H#0451) [Celadon Department Right5 F],
47,ITEM_IRON,10000,5000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,TRUE,10,FALSE,0,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,DEPART 1 F4 (H#0171) [Goldenrod Department4 F] | MANSION A5 (H#0396) [Goldenrod Department4 F] | DEPART 2 F5 (H#0451) [Celadon Department Right5 F],
48,ITEM_CARBOS,10000,5000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,TRUE,10,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,DEPART 1 F4 (H#0171) [Goldenrod Department4 F] | MANSION A5 (H#0396) [Goldenrod Department4 F] | DEPART 2 F5 (H#0451) [Celadon Department Right5 F],
49,ITEM_CALCIUM,10000,5000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,10,FALSE,0,TRUE,TRUE,TRUE,DEPART 1 F4 (H#0171) [Goldenrod Department4 F] | MANSION A5 (H#0396) [Goldenrod Department4 F] | DEPART 2 F5 (H#0451) [Celadon Department Right5 F],
50,ITEM_RARE_CANDY,10000,5000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,,SEWER ROOM 04 (H#0381)
51,ITEM_PP_UP,10000,5000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,,
52,ITEM_ZINC,10000,5000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,10,TRUE,TRUE,TRUE,DEPART 1 F4 (H#0171) [Goldenrod Department4 F] | MANSION A5 (H#0396) [Goldenrod Department4 F] | DEPART 2 F5 (H#0451) [Celadon Department Right5 F],
53,ITEM_PP_MAX,10000,5000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,TRUE,TRUE,,
54,ITEM_OLD_GATEAU,200,100,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
134,ITEM_SWEET_HEART,100,50,TRUE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
591,ITEM_CASTELIACONE,100,50,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
645,ITEM_ABILITY_CAPSULE,100000,50000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
708,ITEM_LUMIOSE_GALETTE,350,175,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
709,ITEM_SHALOUR_SABLE,350,175,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
852,ITEM_BIG_MALASADA,350,175,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
903,ITEM_PEWTER_CRUNCHIES,500,250,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1231,ITEM_LONELY_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1232,ITEM_ADAMANT_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1233,ITEM_NAUGHTY_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1234,ITEM_BRAVE_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1235,ITEM_BOLD_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1236,ITEM_IMPISH_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1237,ITEM_LAX_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1238,ITEM_RELAXED_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1239,ITEM_MODEST_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1240,ITEM_MILD_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1241,ITEM_RASH_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1242,ITEM_QUIET_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1243,ITEM_CALM_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1244,ITEM_GENTLE_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1245,ITEM_CAREFUL_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
1246,ITEM_SASSY_MINT,20000,10000,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,,
