Item_ID,Item_Name,Pocket
121,ITEM_POKEMON_BOX,Items
122,ITEM_UNKNOWN_7A,Items
123,ITEM_UNKNOWN_7B,Items
124,ITEM_UNKNOWN_7C,Items
125,ITEM_UNKNOWN_7D,Items
126,ITEM_UNKNOWN_7E,Items
127,ITEM_UNKNOWN_7F,Items
128,ITEM_UNKNOWN_80,Items
129,ITEM_UNKNOWN_81,Items
130,ITEM_UNKNOWN_82,Items
131,ITEM_UNKNOWN_83,Items
132,ITEM_UNKNOWN_84,Items
133,ITEM_UNKNOWN_85,Items
134,ITEM_SWEET_HEART,Medicine
135,ITEM_ADAMANT_ORB,Items
136,ITEM_LUSTROUS_ORB,Items
144,ITEM_SNOW_MAIL,Mail
147,ITEM_MOSAIC_MAIL,Mail
148,ITEM_BRICK_MAIL,Mail
149,ITEM_CHERI_BERRY,Berries
150,ITEM_CHESTO_BERRY,Berries
152,ITEM_RAWST_BERRY,Berries
153,ITEM_ASPEAR_BERRY,Berries
154,ITEM_LEPPA_BERRY,Berries
157,ITEM_LUM_BERRY,Berries
158,ITEM_SITRUS_BERRY,Berries
159,ITEM_FIGY_BERRY,Berries
160,ITEM_WIKI_BERRY,Berries
161,ITEM_MAGO_BERRY,Berries
162,ITEM_AGUAV_BERRY,Berries
163,ITEM_IAPAPA_BERRY,Berries
166,ITEM_NANAB_BERRY,Berries
171,ITEM_QUALOT_BERRY,Berries
174,ITEM_TAMATO_BERRY,Berries
176,ITEM_MAGOST_BERRY,Berries
177,ITEM_RABUTA_BERRY,Berries
179,ITEM_SPELON_BERRY,Berries
180,ITEM_PAMTRE_BERRY,Berries
181,ITEM_WATMEL_BERRY,Berries
183,ITEM_BELUE_BERRY,Berries
184,ITEM_OCCA_BERRY,Berries
185,ITEM_PASSHO_BERRY,Berries
186,ITEM_WACAN_BERRY,Berries
187,ITEM_RINDO_BERRY,Berries
188,ITEM_YACHE_BERRY,Berries
189,ITEM_CHOPLE_BERRY,Berries
190,ITEM_KEBIA_BERRY,Berries
191,ITEM_SHUCA_BERRY,Berries
192,ITEM_COBA_BERRY,Berries
193,ITEM_PAYAPA_BERRY,Berries
194,ITEM_TANGA_BERRY,Berries
195,ITEM_CHARTI_BERRY,Berries
196,ITEM_KASIB_BERRY,Berries
197,ITEM_HABAN_BERRY,Berries
198,ITEM_COLBUR_BERRY,Berries
199,ITEM_BABIRI_BERRY,Berries
200,ITEM_CHILAN_BERRY,Berries
201,ITEM_LIECHI_BERRY,Berries
202,ITEM_GANLON_BERRY,Berries
203,ITEM_SALAC_BERRY,Berries
204,ITEM_PETAYA_BERRY,Berries
205,ITEM_APICOT_BERRY,Berries
206,ITEM_LANSAT_BERRY,Berries
207,ITEM_STARF_BERRY,Berries
208,ITEM_ENIGMA_BERRY,Berries
209,ITEM_MICLE_BERRY,Berries
210,ITEM_CUSTAP_BERRY,Berries
211,ITEM_JABOCA_BERRY,Berries
212,ITEM_ROWAP_BERRY,Berries
214,ITEM_WHITE_HERB,Items
215,ITEM_MACHO_BRACE,Items
216,ITEM_EXP_SHARE,Items
218,ITEM_SOOTHE_BELL,Items
219,ITEM_MENTAL_HERB,Items
220,ITEM_CHOICE_BAND,Items
222,ITEM_SILVER_POWDER,Items
223,ITEM_AMULET_COIN,Items
225,ITEM_SOUL_DEW,Items
226,ITEM_DEEP_SEA_TOOTH,Items
227,ITEM_DEEP_SEA_SCALE,Items
228,ITEM_SMOKE_BALL,Items
230,ITEM_FOCUS_BAND,Items
231,ITEM_LUCKY_EGG,Items
232,ITEM_SCOPE_LENS,Items
234,ITEM_LEFTOVERS,Items
235,ITEM_DRAGON_SCALE,Items
236,ITEM_LIGHT_BALL,Items
237,ITEM_SOFT_SAND,Items
239,ITEM_MIRACLE_SEED,Items
241,ITEM_BLACK_BELT,Items
243,ITEM_MYSTIC_WATER,Items
244,ITEM_SHARP_BEAK,Items
245,ITEM_POISON_BARB,Items
246,ITEM_NEVER_MELT_ICE,Items
249,ITEM_CHARCOAL,Items
250,ITEM_DRAGON_FANG,Items
251,ITEM_SILK_SCARF,Items
253,ITEM_SHELL_BELL,Items
254,ITEM_SEA_INCENSE,Items
255,ITEM_LAX_INCENSE,Items
256,ITEM_LUCKY_PUNCH,Items
257,ITEM_METAL_POWDER,Items
258,ITEM_THICK_CLUB,Items
259,ITEM_LEEK,Items
260,ITEM_RED_SCARF,Items
261,ITEM_BLUE_SCARF,Items
262,ITEM_PINK_SCARF,Items
263,ITEM_GREEN_SCARF,Items
264,ITEM_YELLOW_SCARF,Items
265,ITEM_WIDE_LENS,Items
266,ITEM_MUSCLE_BAND,Items
267,ITEM_WISE_GLASSES,Items
268,ITEM_EXPERT_BELT,Items
269,ITEM_LIGHT_CLAY,Items
270,ITEM_LIFE_ORB,Items
272,ITEM_TOXIC_ORB,Items
273,ITEM_FLAME_ORB,Items
274,ITEM_QUICK_POWDER,Items
275,ITEM_FOCUS_SASH,Items
276,ITEM_ZOOM_LENS,Items
277,ITEM_METRONOME,Items
278,ITEM_IRON_BALL,Items
279,ITEM_LAGGING_TAIL,Items
280,ITEM_DESTINY_KNOT,Items
281,ITEM_BLACK_SLUDGE,Items
282,ITEM_ICY_ROCK,Items
283,ITEM_SMOOTH_ROCK,Items
284,ITEM_HEAT_ROCK,Items
285,ITEM_DAMP_ROCK,Items
286,ITEM_GRIP_CLAW,Items
287,ITEM_CHOICE_SCARF,Items
288,ITEM_STICKY_BARB,Items
289,ITEM_POWER_BRACER,Items
290,ITEM_POWER_BELT,Items
291,ITEM_POWER_LENS,Items
292,ITEM_POWER_BAND,Items
293,ITEM_POWER_ANKLET,Items
294,ITEM_POWER_WEIGHT,Items
295,ITEM_SHED_SHELL,Items
296,ITEM_BIG_ROOT,Items
297,ITEM_CHOICE_SPECS,Items
298,ITEM_FLAME_PLATE,Items
299,ITEM_SPLASH_PLATE,Items
300,ITEM_ZAP_PLATE,Items
301,ITEM_MEADOW_PLATE,Items
302,ITEM_ICICLE_PLATE,Items
303,ITEM_FIST_PLATE,Items
304,ITEM_TOXIC_PLATE,Items
305,ITEM_EARTH_PLATE,Items
306,ITEM_SKY_PLATE,Items
307,ITEM_MIND_PLATE,Items
308,ITEM_INSECT_PLATE,Items
309,ITEM_STONE_PLATE,Items
310,ITEM_SPOOKY_PLATE,Items
311,ITEM_DRACO_PLATE,Items
312,ITEM_DREAD_PLATE,Items
313,ITEM_IRON_PLATE,Items
314,ITEM_ODD_INCENSE,Items
315,ITEM_ROCK_INCENSE,Items
316,ITEM_FULL_INCENSE,Items
317,ITEM_WAVE_INCENSE,Items
318,ITEM_ROSE_INCENSE,Items
319,ITEM_LUCK_INCENSE,Items
320,ITEM_PURE_INCENSE,Items
321,ITEM_PROTECTOR,Items
322,ITEM_ELECTIRIZER,Items
323,ITEM_MAGMARIZER,Items
324,ITEM_DUBIOUS_DISC,Items
325,ITEM_REAPER_CLOTH,Items
326,ITEM_RAZOR_CLAW,Items
327,ITEM_RAZOR_FANG,Items
328,ITEM_TM001,TMs/HMs
329,ITEM_TM002,TMs/HMs
331,ITEM_TM004,TMs/HMs
332,ITEM_TM005,TMs/HMs
333,ITEM_TM006,TMs/HMs
340,ITEM_TM013,TMs/HMs
345,ITEM_TM018,TMs/HMs
351,ITEM_TM024,TMs/HMs
353,ITEM_TM026,TMs/HMs
358,ITEM_TM031,TMs/HMs
359,ITEM_TM032,TMs/HMs
362,ITEM_TM035,TMs/HMs
363,ITEM_TM036,TMs/HMs
366,ITEM_TM039,TMs/HMs
369,ITEM_TM042,TMs/HMs
370,ITEM_TM043,TMs/HMs
372,ITEM_TM045,TMs/HMs
373,ITEM_TM046,TMs/HMs
375,ITEM_TM048,TMs/HMs
376,ITEM_TM049,TMs/HMs
378,ITEM_TM051,TMs/HMs
380,ITEM_TM053,TMs/HMs
383,ITEM_TM056,TMs/HMs
385,ITEM_TM058,TMs/HMs
388,ITEM_TM061,TMs/HMs
389,ITEM_TM062,TMs/HMs
390,ITEM_TM063,TMs/HMs
391,ITEM_TM064,TMs/HMs
393,ITEM_TM066,TMs/HMs
394,ITEM_TM067,TMs/HMs
395,ITEM_TM068,TMs/HMs
396,ITEM_TM069,TMs/HMs
398,ITEM_TM071,TMs/HMs
400,ITEM_TM073,TMs/HMs
401,ITEM_TM074,TMs/HMs
404,ITEM_TM077,TMs/HMs
408,ITEM_TM081,TMs/HMs
409,ITEM_TM082,TMs/HMs
411,ITEM_TM084,TMs/HMs
413,ITEM_TM086,TMs/HMs
415,ITEM_TM088,TMs/HMs
416,ITEM_TM089,TMs/HMs
417,ITEM_TM090,TMs/HMs
418,ITEM_TM091,TMs/HMs
419,ITEM_TM092,TMs/HMs
428,ITEM_EXPLORER_KIT,Items
429,ITEM_LOOT_SACK,Key Items
430,ITEM_RULE_BOOK,Key Items
431,ITEM_POKE_RADAR,Key Items
432,ITEM_POINT_CARD,Key Items
433,ITEM_GUIDEBOOK,Key Items
434,ITEM_SEAL_CASE,Key Items
435,ITEM_FASHION_CASE,Key Items
436,ITEM_STICKER_BAG,Key Items
437,ITEM_PAL_PAD,Key Items
438,ITEM_WORKS_KEY,Key Items
439,ITEM_OLD_CHARM,Key Items
440,ITEM_GALACTIC_KEY,Key Items
441,ITEM_RED_CHAIN,Key Items
442,ITEM_TOWN_MAP,Key Items
443,ITEM_VS_SEEKER,Key Items
448,ITEM_SPRAYDUCK,Key Items
449,ITEM_POFFIN_CASE,Key Items
451,ITEM_SUITE_KEY,Key Items
452,ITEM_OAKS_LETTER,Key Items
453,ITEM_LUNAR_FEATHER,Key Items
454,ITEM_MEMBER_CARD,Key Items
455,ITEM_AZURE_FLUTE,Key Items
457,ITEM_CONTEST_PASS,Key Items
458,ITEM_MAGMA_STONE,Key Items
459,ITEM_PARCEL,Key Items
460,ITEM_COUPON_1,Key Items
461,ITEM_COUPON_2,Key Items
462,ITEM_COUPON_3,Key Items
463,ITEM_STORAGE_KEY_SINNOH,Key Items
466,ITEM_GRACIDEA,Key Items
467,ITEM_SECRET_KEY,Key Items
473,ITEM_SLOWPOKE_TAIL,Key Items
474,ITEM_CLEAR_BELL,Key Items
475,ITEM_CARD_KEY_JOHTO,Key Items
476,ITEM_BASEMENT_KEY,Key Items
477,ITEM_SQUIRT_BOTTLE,Key Items
478,ITEM_RED_SCALE,Key Items
479,ITEM_LOST_ITEM,Key Items
481,ITEM_MACHINE_PART,Key Items
484,ITEM_MYSTERY_EGG,Key Items
485,ITEM_RED_APRICORN,Items
486,ITEM_YELLOW_APRICORN,Items
487,ITEM_BLUE_APRICORN,Items
488,ITEM_GREEN_APRICORN,Items
489,ITEM_PINK_APRICORN,Items
490,ITEM_WHITE_APRICORN,Items
491,ITEM_BLACK_APRICORN,Items
492,ITEM_FAST_BALL,Poké Balls
493,ITEM_LEVEL_BALL,Poké Balls
495,ITEM_HEAVY_BALL,Poké Balls
496,ITEM_LOVE_BALL,Poké Balls
497,ITEM_FRIEND_BALL,Poké Balls
498,ITEM_MOON_BALL,Poké Balls
499,ITEM_SPORT_BALL,Poké Balls
500,ITEM_PARK_BALL,Poké Balls
501,ITEM_PHOTO_ALBUM,Key Items
502,ITEM_GB_SOUNDS,Key Items
503,ITEM_TIDAL_BELL,Key Items
504,ITEM_RAGE_CANDY_BAR,Key Items
505,ITEM_DATA_CARD_01,Items
506,ITEM_DATA_CARD_02,Items
507,ITEM_DATA_CARD_03,Items
508,ITEM_DATA_CARD_04,Items
509,ITEM_DATA_CARD_05,Items
510,ITEM_DATA_CARD_06,Items
511,ITEM_DATA_CARD_07,Items
512,ITEM_DATA_CARD_08,Items
513,ITEM_DATA_CARD_09,Items
514,ITEM_DATA_CARD_10,Items
515,ITEM_DATA_CARD_11,Items
516,ITEM_DATA_CARD_12,Items
517,ITEM_DATA_CARD_13,Items
518,ITEM_DATA_CARD_14,Items
519,ITEM_DATA_CARD_15,Items
520,ITEM_DATA_CARD_16,Items
521,ITEM_DATA_CARD_17,Items
522,ITEM_DATA_CARD_18,Items
523,ITEM_DATA_CARD_19,Items
524,ITEM_DATA_CARD_20,Items
525,ITEM_DATA_CARD_21,Items
526,ITEM_DATA_CARD_22,Items
527,ITEM_DATA_CARD_23,Items
528,ITEM_DATA_CARD_24,Items
529,ITEM_DATA_CARD_25,Items
530,ITEM_DATA_CARD_26,Items
531,ITEM_DATA_CARD_27,Items
532,ITEM_JADE_ORB,Key Items
533,ITEM_LOCK_CAPSULE,Key Items
534,ITEM_RED_ORB,Key Items
535,ITEM_BLUE_ORB,Key Items
536,ITEM_ENIGMA_STONE,Key Items
537,ITEM_PRISM_SCALE,Items
538,ITEM_EVIOLITE,Items
539,ITEM_FLOAT_STONE,Items
540,ITEM_ROCKY_HELMET,Items
541,ITEM_AIR_BALLOON,Items
542,ITEM_RED_CARD,Items
543,ITEM_RING_TARGET,Items
544,ITEM_BINDING_BAND,Items
545,ITEM_ABSORB_BULB,Items
546,ITEM_CELL_BATTERY,Items
547,ITEM_EJECT_BUTTON,Items
548,ITEM_FIRE_GEM,Items
549,ITEM_WATER_GEM,Items
550,ITEM_ELECTRIC_GEM,Items
551,ITEM_GRASS_GEM,Items
552,ITEM_ICE_GEM,Items
553,ITEM_FIGHTING_GEM,Items
554,ITEM_POISON_GEM,Items
555,ITEM_GROUND_GEM,Items
556,ITEM_FLYING_GEM,Items
557,ITEM_PSYCHIC_GEM,Items
558,ITEM_BUG_GEM,Items
559,ITEM_ROCK_GEM,Items
560,ITEM_GHOST_GEM,Items
561,ITEM_DRAGON_GEM,Items
562,ITEM_DARK_GEM,Items
563,ITEM_STEEL_GEM,Items
564,ITEM_NORMAL_GEM,Items
565,ITEM_HEALTH_FEATHER,Items
566,ITEM_MUSCLE_FEATHER,Items
567,ITEM_RESIST_FEATHER,Items
568,ITEM_GENIUS_FEATHER,Items
569,ITEM_CLEVER_FEATHER,Items
570,ITEM_SWIFT_FEATHER,Items
571,ITEM_PRETTY_FEATHER,Items
572,ITEM_COVER_FOSSIL,Items
573,ITEM_PLUME_FOSSIL,Items
574,ITEM_LIBERTY_PASS,Items
575,ITEM_PASS_ORB,Items
576,ITEM_DREAM_BALL,Poké Balls
577,ITEM_POKE_TOY,Items
578,ITEM_PROP_CASE,Items
579,ITEM_DRAGON_SKULL,Items
580,ITEM_BALM_MUSHROOM,Items
581,ITEM_BIG_NUGGET,Items
582,ITEM_PEARL_STRING,Items
583,ITEM_COMET_SHARD,Items
584,ITEM_RELIC_COPPER,Items
585,ITEM_RELIC_SILVER,Items
586,ITEM_RELIC_GOLD,Items
587,ITEM_RELIC_VASE,Items
588,ITEM_RELIC_BAND,Items
589,ITEM_RELIC_STATUE,Items
590,ITEM_RELIC_CROWN,Items
591,ITEM_CASTELIACONE,Medicine
592,ITEM_DIRE_HIT_2,Items
593,ITEM_X_SPEED_2,Items
594,ITEM_X_SP_ATK_2,Items
595,ITEM_X_SP_DEF_2,Items
596,ITEM_X_DEFENSE_2,Items
597,ITEM_X_ATTACK_2,Items
598,ITEM_X_ACCURACY_2,Items
599,ITEM_X_SPEED_3,Items
600,ITEM_X_SP_ATK_3,Items
601,ITEM_X_SP_DEF_3,Items
602,ITEM_X_DEFENSE_3,Items
603,ITEM_X_ATTACK_3,Items
604,ITEM_X_ACCURACY_3,Items
605,ITEM_X_SPEED_6,Items
606,ITEM_X_SP_ATK_6,Items
607,ITEM_X_SP_DEF_6,Items
608,ITEM_X_DEFENSE_6,Items
609,ITEM_X_ATTACK_6,Items
610,ITEM_X_ACCURACY_6,Items
611,ITEM_ABILITY_URGE,Items
612,ITEM_ITEM_DROP,Items
613,ITEM_ITEM_URGE,Items
614,ITEM_RESET_URGE,Items
615,ITEM_DIRE_HIT_3,Items
616,ITEM_LIGHT_STONE,Key Items
617,ITEM_DARK_STONE,Key Items
618,ITEM_TM093,TMs/HMs
619,ITEM_TM094,TMs/HMs
620,ITEM_TM095,TMs/HMs
621,ITEM_XTRANSCEIVER_BW,Items
622,ITEM_UNKNOWN_622,Items
623,ITEM_GRAM_1,Items
624,ITEM_GRAM_2,Items
625,ITEM_GRAM_3,Items
626,ITEM_XTRANSCEIVER_BW2,Items
627,ITEM_MEDAL_BOX,Items
628,ITEM_DNA_SPLICERS_FUSE,Key Items
629,ITEM_DNA_SPLICERS_UNFUSE,Items
630,ITEM_PERMIT,Items
631,ITEM_OVAL_CHARM,Key Items
632,ITEM_SHINY_CHARM,Key Items
633,ITEM_PLASMA_CARD,Items
634,ITEM_GRUBBY_HANKY,Items
635,ITEM_COLRESS_MACHINE,Items
636,ITEM_DROPPED_ITEM_CURTIS,Items
637,ITEM_DROPPED_ITEM_YANCY,Items
638,ITEM_REVEAL_GLASS,Key Items
639,ITEM_WEAKNESS_POLICY,Items
640,ITEM_ASSAULT_VEST,Items
641,ITEM_HOLO_CASTER_MALE,Items
642,ITEM_PROFS_LETTER,Items
643,ITEM_ROLLER_SKATES,Items
644,ITEM_PIXIE_PLATE,Items
645,ITEM_ABILITY_CAPSULE,Medicine
646,ITEM_WHIPPED_DREAM,Items
647,ITEM_SACHET,Items
648,ITEM_LUMINOUS_MOSS,Items
649,ITEM_SNOWBALL,Items
650,ITEM_SAFETY_GOGGLES,Items
651,ITEM_POKE_FLUTE,Items
652,ITEM_RICH_MULCH,Items
653,ITEM_SURPRISE_MULCH,Items
654,ITEM_BOOST_MULCH,Items
655,ITEM_AMAZE_MULCH,Items
657,ITEM_GARDEVOIRITE,Items
659,ITEM_VENUSAURITE,Items
660,ITEM_CHARIZARDITE_X,Items
661,ITEM_BLASTOISINITE,Items
662,ITEM_MEWTWONITE_X,Items
663,ITEM_MEWTWONITE_Y,Items
667,ITEM_AGGRONITE,Items
669,ITEM_TYRANITARITE,Items
670,ITEM_SCIZORITE,Items
672,ITEM_AERODACTYLITE,Items
673,ITEM_LUCARIONITE,Items
675,ITEM_KANGASKHANITE,Items
677,ITEM_ABSOLITE,Items
678,ITEM_CHARIZARDITE_Y,Items
679,ITEM_ALAKAZITE,Items
681,ITEM_MAWILITE,Items
682,ITEM_MANECTITE,Items
683,ITEM_GARCHOMPITE,Items
684,ITEM_LATIASITE,Items
685,ITEM_LATIOSITE,Items
686,ITEM_ROSELI_BERRY,Berries
687,ITEM_KEE_BERRY,Items
688,ITEM_MARANGA_BERRY,Items
689,ITEM_SPRINKLOTAD,Items
690,ITEM_TM096,TMs/HMs
691,ITEM_TM097,TMs/HMs
692,ITEM_TM098,TMs/HMs
693,ITEM_TM099,TMs/HMs
694,ITEM_TM100,TMs/HMs
695,ITEM_POWER_PLANT_PASS,Items
696,ITEM_MEGA_RING,Key Items
697,ITEM_INTRIGUING_STONE,Items
698,ITEM_COMMON_STONE,Items
699,ITEM_DISCOUNT_COUPON,Items
700,ITEM_ELEVATOR_KEY,Items
701,ITEM_TMV_PASS,Items
702,ITEM_HONOR_OF_KALOS,Items
703,ITEM_ADVENTURE_GUIDE,Items
704,ITEM_STRANGE_SOUVENIR,Items
705,ITEM_LENS_CASE,Items
706,ITEM_MAKEUP_BAG,Items
707,ITEM_TRAVEL_TRUNK,Items
708,ITEM_LUMIOSE_GALETTE,Medicine
709,ITEM_SHALOUR_SABLE,Medicine
710,ITEM_JAW_FOSSIL,Items
711,ITEM_SAIL_FOSSIL,Items
712,ITEM_LOOKER_TICKET,Items
713,ITEM_BIKE_XY,Items
714,ITEM_HOLO_CASTER_FEMALE,Items
715,ITEM_FAIRY_GEM,Items
716,ITEM_MEGA_CHARM,Items
717,ITEM_MEGA_GLOVE,Items
718,ITEM_MACH_BIKE,Items
719,ITEM_ACRO_BIKE,Items
720,ITEM_WAILMER_PAIL,Items
721,ITEM_DEVON_PARTS,Items
722,ITEM_SOOT_SACK,Items
723,ITEM_BASEMENT_KEY_ORAS,Items
724,ITEM_POKEBLOCK_KIT,Items
725,ITEM_LETTER,Items
726,ITEM_EON_TICKET,Items
727,ITEM_SCANNER,Items
728,ITEM_GO_GOGGLES,Items
729,ITEM_METEORITE_ORAS_DEFAULT,Items
730,ITEM_KEY_TO_ROOM_1,Items
731,ITEM_KEY_TO_ROOM_2,Items
732,ITEM_KEY_TO_ROOM_4,Items
733,ITEM_KEY_TO_ROOM_6,Items
734,ITEM_STORAGE_KEY_HOENN,Items
735,ITEM_DEVON_SCOPE,Items
736,ITEM_SS_TICKET_ORAS,Items
737,ITEM_HM07_ORAS,TMs/HMs
738,ITEM_DEVON_SCUBA_GEAR,Items
739,ITEM_CONTEST_COSTUME_MALE,Items
740,ITEM_CONTEST_COSTUME_FEMALE,Items
741,ITEM_MAGMA_SUIT,Items
742,ITEM_AQUA_SUIT,Items
743,ITEM_PAIR_OF_TICKETS,Items
744,ITEM_MEGA_BRACELET,Items
745,ITEM_MEGA_PENDANT,Items
746,ITEM_MEGA_GLASSES,Items
747,ITEM_MEGA_ANCHOR,Items
748,ITEM_MEGA_STICKPIN,Items
749,ITEM_MEGA_TIARA,Items
750,ITEM_MEGA_ANKLET,Items
751,ITEM_METEORITE_ORAS_SECOND,Items
754,ITEM_SABLENITE,Items
755,ITEM_ALTARIANITE,Items
756,ITEM_GALLADITE,Items
757,ITEM_AUDINITE,Items
758,ITEM_METAGROSSITE,Items
759,ITEM_SHARPEDONITE,Items
760,ITEM_SLOWBRONITE,Items
761,ITEM_STEELIXITE,Items
762,ITEM_PIDGEOTITE,Items
763,ITEM_GLALITITE,Items
764,ITEM_DIANCITE,Items
765,ITEM_PRISON_BOTTLE,Key Items
766,ITEM_MEGA_CUFF,Items
767,ITEM_CAMERUPTITE,Items
769,ITEM_SALAMENCITE,Items
770,ITEM_BEEDRILLITE,Items
771,ITEM_METEORITE_ORAS_THIRD,Items
772,ITEM_METEORITE_ORAS_FINAL,Items
773,ITEM_KEY_STONE,Key Items
774,ITEM_METEORITE_SHARD,Items
775,ITEM_EON_FLUTE,Items
776,ITEM_NORMALIUM_Z_HELD,Items
777,ITEM_FIRIUM_Z_HELD,Items
778,ITEM_WATERIUM_Z_HELD,Items
779,ITEM_ELECTRIUM_Z_HELD,Items
780,ITEM_GRASSIUM_Z_HELD,Items
781,ITEM_ICIUM_Z_HELD,Items
782,ITEM_FIGHTINIUM_Z_HELD,Items
783,ITEM_POISONIUM_Z_HELD,Items
784,ITEM_GROUNDIUM_Z_HELD,Items
785,ITEM_FLYINIUM_Z_HELD,Items
786,ITEM_PSYCHIUM_Z_HELD,Items
787,ITEM_BUGINIUM_Z_HELD,Items
788,ITEM_ROCKIUM_Z_HELD,Items
789,ITEM_GHOSTIUM_Z_HELD,Items
790,ITEM_DRAGONIUM_Z_HELD,Items
791,ITEM_DARKINIUM_Z_HELD,Items
792,ITEM_STEELIUM_Z_HELD,Items
793,ITEM_FAIRIUM_Z_HELD,Items
794,ITEM_PIKANIUM_Z_HELD,Items
795,ITEM_BOTTLE_CAP,Items
796,ITEM_GOLD_BOTTLE_CAP,Items
797,ITEM_Z_RING,Items
798,ITEM_DECIDIUM_Z_HELD,Items
799,ITEM_INCINIUM_Z_HELD,Items
800,ITEM_PRIMARIUM_Z_HELD,Items
801,ITEM_TAPUNIUM_Z_HELD,Items
802,ITEM_MARSHADIUM_Z_HELD,Items
803,ITEM_ALORAICHIUM_Z_HELD,Items
804,ITEM_SNORLIUM_Z_HELD,Items
805,ITEM_EEVIUM_Z_HELD,Items
806,ITEM_MEWNIUM_Z_HELD,Items
807,ITEM_NORMALIUM_Z_BAG,Items
808,ITEM_FIRIUM_Z_BAG,Items
809,ITEM_WATERIUM_Z_BAG,Items
810,ITEM_ELECTRIUM_Z_BAG,Items
811,ITEM_GRASSIUM_Z_BAG,Items
812,ITEM_ICIUM_Z_BAG,Items
813,ITEM_FIGHTINIUM_Z_BAG,Items
814,ITEM_POISONIUM_Z_BAG,Items
815,ITEM_GROUNDIUM_Z_BAG,Items
816,ITEM_FLYINIUM_Z_BAG,Items
817,ITEM_PSYCHIUM_Z_BAG,Items
818,ITEM_BUGINIUM_Z_BAG,Items
819,ITEM_ROCKIUM_Z_BAG,Items
820,ITEM_GHOSTIUM_Z_BAG,Items
821,ITEM_DRAGONIUM_Z_BAG,Items
822,ITEM_DARKINIUM_Z_BAG,Items
823,ITEM_STEELIUM_Z_BAG,Items
824,ITEM_FAIRIUM_Z_BAG,Items
825,ITEM_PIKANIUM_Z_BAG,Items
826,ITEM_DECIDIUM_Z_BAG,Items
827,ITEM_INCINIUM_Z_BAG,Items
828,ITEM_PRIMARIUM_Z_BAG,Items
829,ITEM_TAPUNIUM_Z_BAG,Items
830,ITEM_MARSHADIUM_Z_BAG,Items
831,ITEM_ALORAICHIUM_Z_BAG,Items
832,ITEM_SNORLIUM_Z_BAG,Items
833,ITEM_EEVIUM_Z_BAG,Items
