BankId,Area,SurfRate,Slot1Species,Slot1Min,Slot1Max,Slot2Species,Slot2Min,Slot2Max,Slot3Species,Slot3Min,Slot3Max,Slot4Species,Slot4Min,Slot4Max,Slot5Species,Slot5Min,Slot5Max,HeadersUsed
70,ISLAND 1 AREA 6,15,MAGIKARP,23,25,DUCKLETT,24,26,CRAMORANT,24,26,MANTINE,25,27,TENTACRUEL,25,28,
71,ISLAND 1 AREA 7,15,MANTYKE,23,25,TENTACOOL,24,26,DRAGALGE,24,26,PELIPPER,25,27,TENTACRUEL,25,28,
72,ISLAND 1 AREA 8,15,MANTYKE,23,25,MAREANIE,24,26,DRAGALGE,24,26,QWILFISH,25,27,GYARADOS,25,28,
73,Dark Cave 1,15,CARVANHA,25,27,CORSOLA,26,28,JELLICENT,26,28,SHARPEDO,27,29,RELICANTH,27,30,
74,Dark Cave 2,15,MAGIKARP,25,27,FRILLISH,26,28,SHARPEDO,26,28,JELLICENT,27,29,RELICANTH,27,30,
75,ISLAND CAVE AREA 1,15,SKRELP,25,27,PELIPPER,26,28,PELIPPER,26,28,QWILFISH,27,29,GYARADOS,27,30,
76,ISLAND CAVE AREA 2,15,SKRELP,25,27,MAGIKARP,26,28,CRAMORANT,26,28,SWANNA,27,29,TOXAPEX,27,30,
77,ISLAND CAVE AREA 3,15,SKRELP,25,27,MAGIKARP,26,28,PELIPPER,26,28,SWANNA,27,29,TOXAPEX,27,30,
78,ISLAND 2 AREA 1,15,SKRELP,25,27,DUCKLETT,26,28,QWILFISH,26,28,CRAMORANT,27,29,TOXAPEX,27,30,456
79,ISLAND 2 AREA 2,15,TENTACOOL,25,27,PELIPPER,26,28,PELIPPER,26,28,SWANNA,27,29,GYARADOS,27,30,462
80,ISLAND 2 AREA 3,15,SKRELP,25,27,TENTACOOL,26,28,QWILFISH,26,28,SWANNA,27,29,TOXAPEX,27,30,463
81,ISLAND 2 AREA 4,15,SKRELP,25,27,PELIPPER,26,28,PELIPPER,26,28,CRAMORANT,27,29,TOXAPEX,27,30,464
82,ISLAND 3 AREA 1,15,PELIPPER,27,29,SKRELP,28,30,CRAMORANT,28,30,SWANNA,29,31,TOXAPEX,29,32,
83,ISLAND 3 AREA 2,15,PELIPPER,27,29,MANTYKE,28,30,SWANNA,28,30,PELIPPER,29,31,TOXAPEX,29,32,
84,ISLAND 4 AREA 1,15,PELIPPER,27,29,MAREANIE,28,30,MANTINE,28,30,SWANNA,29,31,TENTACRUEL,29,32,
85,ISLAND 4 AREA 2,15,DUCKLETT,29,31,SKRELP,30,32,QWILFISH,30,32,DRAGALGE,31,33,TOXAPEX,31,34,
86,ISLAND 4 AREA 3,15,MANTYKE,27,29,PELIPPER,28,30,CRAMORANT,28,30,DRAGALGE,29,31,TOXAPEX,29,32,
87,ISLAND 5 AREA 1,15,TENTACRUEL,28,30,SKRELP,29,31,SWANNA,29,31,MANTINE,30,32,TENTACRUEL,30,33,460
88,ISLAND 5 AREA 2,15,DUCKLETT,28,30,PELIPPER,29,31,SWANNA,29,31,MANTINE,30,32,TOXAPEX,30,33,461
89,ISLAND 6 AREA 1,15,PELIPPER,36,38,TENTACRUEL,37,39,MANTINE,37,39,PELIPPER,38,40,TENTACRUEL,38,41,459
90,ISLAND 6 AREA 2,15,PELIPPER,36,38,MANTYKE,37,39,QWILFISH,37,39,MANTINE,38,40,TOXAPEX,38,41,
91,ISLAND 7 AREA 1,15,MAGIKARP,39,41,MANTYKE,40,42,DRAGALGE,40,42,CRAMORANT,41,43,GYARADOS,41,44,357;411;412
92,ISLAND 7 AREA 2,15,MAGIKARP,39,41,SKRELP,40,42,DRAGALGE,40,42,SWANNA,41,43,TOXAPEX,41,44,
93,ISLAND 7 AREA 3,15,SKRELP,39,41,TENTACRUEL,40,42,DRAGALGE,40,42,PELIPPER,41,43,GYARADOS,41,44,
94,ISLAND 7 AREA 4,15,SKRELP,39,41,TENTACRUEL,40,42,SWANNA,40,42,DRAGALGE,41,43,GYARADOS,41,44,
95,ISLAND 7 AREA 5,15,MAGIKARP,39,41,SWANNA,40,42,DRAGALGE,40,42,MANTINE,41,43,GYARADOS,41,44,
96,ISLAND 7 AREA 6,15,MANTYKE,39,41,TENTACRUEL,40,42,SWANNA,40,42,QWILFISH,41,43,TOXAPEX,41,44,
97,ISLAND 8 AREA 1,15,SWANNA,39,41,TOXAPEX,40,42,DRAGALGE,40,42,MANTINE,41,43,TENTACRUEL,41,44,
98,ISLAND 8 AREA 2,15,TOXAPEX,39,41,TENTACRUEL,40,42,QWILFISH,40,42,SWANNA,41,43,TOXAPEX,41,44,
99,ISLAND 9 AREA 1,15,SEALEO,39,41,SEALEO,40,42,DEWGONG,40,42,DEWGONG,41,43,LAPRAS,41,44,
100,ISLAND 9 AREA 2,15,SEALEO,39,41,MAGIKARP,40,42,DEWGONG,40,42,DEWGONG,41,43,WALREIN,41,44,
101,ISLAND 9 AREA 3,15,MAGIKARP,39,41,SEALEO,40,42,DEWGONG,40,42,DEWGONG,41,43,WALREIN,41,44,
102,ROUTE 9 AREA 1,15,CARVANHA,22,24,PALPITOAD,23,25,SHARPEDO,23,25,SEAKING,24,26,GOLDUCK,24,27,242
103,ROUTE 9 AREA 2,15,WAILMER,22,24,SURSKIT,23,25,DEWGONG,23,25,LANTURN,24,26,WAILORD,24,27,243
104,ROUTE 9 AREA 3,15,WINGULL,22,24,CORSOLA,23,25,SEAKING,23,25,WHISCASH,24,26,LAPRAS,24,27,244
105,ROUTE 9 AREA 4,15,HORSEA,22,24,SURSKIT,23,25,ALOMOMOLA,23,25,SEALEO,24,26,SEISMITOAD,24,27,246
106,ROUTE 9 AREA 5,15,MAREANIE,22,24,WISHIWASHI,23,25,SEAKING,23,25,MANTINE,24,26,WALREIN,24,27,247
107,ROUTE 10 AREA 1,15,CARVANHA,24,26,HORSEA,25,27,ALOMOMOLA,25,27,BRUXISH,26,28,SEISMITOAD,26,29,248
108,ROUTE 10 AREA 2,15,CHINCHOU,24,26,SURSKIT,25,27,WHISCASH,25,27,TOXAPEX,26,28,SEISMITOAD,26,29,249
109,ROUTE 10 AREA 3,15,FRILLISH,24,26,POLIWHIRL,25,27,ALOMOMOLA,25,27,SEAKING,26,28,GOLDUCK,26,29,250
110,ROUTE 11 AREA 1,15,MAREANIE,24,26,CLAUNCHER,25,27,PALAFIN,25,27,PELIPPER,26,28,GOLDUCK,26,29,221
111,ROUTE 11 AREA 2,15,BARBOACH,24,26,TENTACOOL,25,27,SHARPEDO,25,27,MANTINE,26,28,WAILORD,26,29,9;222
112,ROUTE 11 AREA 3,15,PYUKUMUKU,24,26,FRILLISH,25,27,SWANNA,25,27,TATSUGIRI,26,28,WALREIN,26,29,223;225
113,ROUTE 11 AREA 4,15,PALPITOAD,24,26,CLAUNCHER,25,27,QWILFISH,25,27,SEALEO,26,28,TENTACRUEL,26,29,224
114,ROUTE 12 AREA 2,15,PALPITOAD,27,29,PALPITOAD,28,30,LANTURN,28,30,DRAGALGE,29,31,LAPRAS,29,32,261
115,ROUTE 12 AREA 3,15,DUCKLETT,27,29,PYUKUMUKU,28,30,SEALEO,28,30,OCTILLERY,29,31,LAPRAS,29,32,262
116,ULURU 1 A 1,15,CARVANHA,27,29,MAGIKARP,28,30,JELLICENT,28,30,SHARPEDO,29,31,RELICANTH,29,32,268;269;275;297
117,ULURU 1 A 2,15,FRILLISH,27,29,CORSOLA,28,30,JELLICENT,28,30,SHARPEDO,29,31,RELICANTH,29,32,276
118,ULURU 1 A 3,15,FRILLISH,27,29,SHARPEDO,28,30,SHARPEDO,28,30,JELLICENT,29,31,RELICANTH,29,32,277
119,ROUTE 14 AREA 1,15,SPHEAL,29,31,MAGIKARP,30,32,DEWGONG,30,32,DEWGONG,31,33,WALREIN,31,34,278;279
120,ROUTE 14 AREA 2,15,SEALEO,29,31,SEALEO,30,32,DEWGONG,30,32,DEWGONG,31,33,LAPRAS,31,34,288
121,ROUTE 14 AREA 3,15,SEALEO,31,33,MAGIKARP,32,34,DEWGONG,32,34,DEWGONG,33,35,WALREIN,33,36,289
122,ROUTE 14 AREA 4,15,MAGIKARP,33,35,SEALEO,34,36,DEWGONG,34,36,DEWGONG,35,37,WALREIN,35,38,290
123,ROUTE 14 AREA 5,15,MAGIKARP,31,33,SEALEO,32,34,DEWGONG,32,34,DEWGONG,33,35,LAPRAS,33,36,286
124,ROUTE 14 AREA 6,15,MAGIKARP,31,33,SEALEO,32,34,DEWGONG,32,34,DEWGONG,33,35,WALREIN,33,36,287
125,FROZEN CAVE AREA 1,15,SEALEO,33,35,MAGIKARP,34,36,DEWGONG,34,36,DEWGONG,35,37,WALREIN,35,38,291;292
126,FROZEN CAVE AREA 2,15,MAGIKARP,33,35,SEALEO,34,36,DEWGONG,34,36,DEWGONG,35,37,WALREIN,35,38,293
127,RELIC CAVE AREA 1,15,MAGIKARP,29,31,SHARPEDO,30,32,JELLICENT,30,32,SHARPEDO,31,33,RELICANTH,31,34,294
128,RELIC CAVE AREA 2,15,CORSOLA,29,31,FRILLISH,30,32,SHARPEDO,30,32,JELLICENT,31,33,RELICANTH,31,34,295
129,RELIC CAVE AREA 3,15,MAGIKARP,29,31,CORSOLA,30,32,JELLICENT,30,32,SHARPEDO,31,33,RELICANTH,31,34,296
130,WILD AREA 1,15,PALPITOAD,31,33,MAREANIE,32,34,RELICANTH,32,34,LANTURN,33,35,TENTACRUEL,33,36,
131,WILD AREA 2,15,LUVDISC,31,33,CORSOLA,32,34,SWANNA,32,34,MANTINE,33,35,WAILORD,33,36,
132,WILD AREA 3,15,DUCKLETT,31,33,POLIWHIRL,32,34,DRAGALGE,32,34,MANTINE,33,35,WAILORD,33,36,
133,WILD AREA 4,15,LUVDISC,31,33,FRILLISH,32,34,TOXAPEX,32,34,CRAMORANT,33,35,LAPRAS,33,36,
134,WILD AREA 5,15,CORSOLA,31,33,MANTYKE,32,34,DEWGONG,32,34,DRAGALGE,33,35,GYARADOS,33,36,
135,WILD AREA 6,15,CORSOLA,31,33,PYUKUMUKU,32,34,WHISCASH,32,34,DEWGONG,33,35,SEISMITOAD,33,36,
136,WILD AREA 7,15,CLAUNCHER,31,33,DEWGONG,32,34,LANTURN,32,34,JELLICENT,33,35,WAILORD,33,36,
137,WILD AREA 8,15,PELIPPER,33,35,SEISMITOAD,34,36,TOXAPEX,34,36,JELLICENT,35,37,CLAWITZER,35,38,299
138,WILD AREA 9,15,SEALEO,33,35,LUVDISC,34,36,LUMINEON,34,36,SEALEO,35,37,CLAWITZER,35,38,
139,WILD AREA 10,15,PALPITOAD,31,33,POLIWHIRL,32,34,SEALEO,32,34,QWILFISH,33,35,CLAWITZER,33,36,
140,WILD AREA 11,15,DUCKLETT,31,33,SHARPEDO,32,34,LANTURN,32,34,PELIPPER,33,35,WALREIN,33,36,
141,WILD AREA 12,15,PALPITOAD,31,33,CLAUNCHER,32,34,CRAMORANT,32,34,PELIPPER,33,35,GOLDUCK,33,36,
142,WILD AREA 13,15,PALPITOAD,31,33,PELIPPER,32,34,SWANNA,32,34,JELLICENT,33,35,WAILORD,33,36,
143,WILD AREA 14,15,SKRELP,31,33,MANTYKE,32,34,TATSUGIRI,32,34,ALOMOMOLA,33,35,WALREIN,33,36,
144,ROUTE 19 AREA 1,15,POLIWHIRL,31,33,DEWGONG,32,34,SEAKING,32,34,CRAMORANT,33,35,WALREIN,33,36,312
145,ROUTE 19 AREA 2,15,WISHIWASHI,31,33,DUCKLETT,32,34,DEWGONG,32,34,SEALEO,33,35,GYARADOS,33,36,313
146,ROUTE 19 AREA 3,15,CLAUNCHER,31,33,DUCKLETT,32,34,PALAFIN,32,34,TOXAPEX,33,35,CLAWITZER,33,36,314
147,ULURU 2 A 1,15,CORSOLA,31,33,SHARPEDO,32,34,SHARPEDO,32,34,JELLICENT,33,35,RELICANTH,33,36,315
148,ULURU 2 A 2,15,FRILLISH,31,33,MAGIKARP,32,34,SHARPEDO,32,34,JELLICENT,33,35,RELICANTH,33,36,316
149,ROUTE 13 AREA 1,15,CLAUNCHER,33,35,WAILMER,34,36,LUMINEON,34,36,SWANNA,35,37,WALREIN,35,38,323
150,ROUTE 13 AREA 2,15,WHISCASH,33,35,SEALEO,34,36,QWILFISH,34,36,MANTINE,35,37,TENTACRUEL,35,38,321;322
151,ROUTE 13 AREA 3,15,FRILLISH,33,35,DEWGONG,34,36,LANTURN,34,36,ALOMOMOLA,35,37,CLAWITZER,35,38,317;318
152,ROUTE 13 AREA 4,15,PELIPPER,35,37,SEISMITOAD,36,38,SEAKING,36,38,TOXAPEX,37,39,LAPRAS,37,40,319;320
153,ULURU 3 A 1,15,CORSOLA,35,37,SHARPEDO,36,38,JELLICENT,36,38,SHARPEDO,37,39,RELICANTH,37,40,324
154,ULURU 3 A 2,15,MAGIKARP,37,39,CORSOLA,38,40,JELLICENT,38,40,SHARPEDO,39,41,RELICANTH,39,42,325
155,MT UNDARA 1,15,WISHIWASHI,35,37,SEAKING,36,38,ALOMOMOLA,36,38,SHARPEDO,37,39,WALREIN,37,40,326
156,MT UNDARA 2,15,CORSOLA,37,39,TOXAPEX,38,40,JELLICENT,38,40,SEAKING,39,41,SEISMITOAD,39,42,327
157,MT UNDARA 3,15,POLIWHIRL,37,39,WAILORD,38,40,DEWGONG,38,40,BRUXISH,39,41,WAILORD,39,42,328
158,MT UNDARA 4,15,SHARPEDO,37,39,SURSKIT,38,40,SHARPEDO,38,40,TOXAPEX,39,41,GYARADOS,39,42,330
159,MT UNDARA 5,15,DEWGONG,39,41,SEALEO,40,42,SHARPEDO,40,42,WHISCASH,41,43,LAPRAS,41,44,329
160,MT UNDARA 6,15,MANTYKE,39,41,SWANNA,40,42,ALOMOMOLA,40,42,MANTINE,41,43,SEISMITOAD,41,44,331
161,MT UNDARA 7,15,OCTILLERY,39,41,WISHIWASHI,40,42,BRUXISH,40,42,SHARPEDO,41,43,TENTACRUEL,41,44,332
162,MT UNDARA 8,15,OCTILLERY,39,41,SEISMITOAD,40,42,SWANNA,40,42,SEAKING,41,43,SEISMITOAD,41,44,333
163,PLUS PASSAGE,15,FRILLISH,35,37,MAGIKARP,36,38,JELLICENT,36,38,SHARPEDO,37,39,RELICANTH,37,40,
164,SHALLOW C 1,15,SKRELP,37,39,WAILORD,38,40,QWILFISH,38,40,PALAFIN,39,41,WALREIN,39,42,
165,SHALLOW C 2,15,SWANNA,37,39,POLIWHIRL,38,40,OCTILLERY,38,40,PALAFIN,39,41,GOLDUCK,39,42,
166,SHALLOW C 3,15,LANTURN,37,39,WHISCASH,38,40,LUMINEON,38,40,QWILFISH,39,41,LAPRAS,39,42,
167,ROUTE 15,15,OCTILLERY,37,39,SEAKING,38,40,ALOMOMOLA,38,40,PELIPPER,39,41,TENTACRUEL,39,42,
168,ROUTE 16 AREA 1,15,PYUKUMUKU,37,39,LANTURN,38,40,TOXAPEX,38,40,OCTILLERY,39,41,GYARADOS,39,42,
169,ROUTE 16 AREA 2,15,LANTURN,37,39,SEALEO,38,40,DRAGALGE,38,40,SEAKING,39,41,GOLDUCK,39,42,
170,ROUTE 16 AREA 3,15,LUMINEON,37,39,SEISMITOAD,38,40,PELIPPER,38,40,SEALEO,39,41,WAILORD,39,42,
171,ROUTE 16 AREA 4,15,SWANNA,37,39,TENTACRUEL,38,40,DRAGALGE,38,40,OCTILLERY,39,41,GOLDUCK,39,42,
172,ROUTE 16 AREA 5,15,CLAWITZER,37,39,SEADRA,38,40,BRUXISH,38,40,ALOMOMOLA,39,41,LAPRAS,39,42,
173,HAUNTED FOREST 1,15,SKRELP,40,42,LUVDISC,41,43,SHARPEDO,41,43,LUMINEON,42,44,WALREIN,42,45,
174,HAUNTED FOREST 2,15,POLIWHIRL,40,42,LUVDISC,41,43,PALAFIN,41,43,BRUXISH,42,44,GOLDUCK,42,45,
175,HAUNTED FOREST 3,15,SEALEO,40,42,PYUKUMUKU,41,43,LUMINEON,41,43,BRUXISH,42,44,TENTACRUEL,42,45,
176,HAUNTED FOREST 4,15,CORSOLA,40,42,SHARPEDO,41,43,PELIPPER,41,43,SWANNA,42,44,GYARADOS,42,45,
177,HAUNTED FOREST 5,15,SEADRA,40,42,POLIWHIRL,41,43,SEAKING,41,43,OCTILLERY,42,44,CLAWITZER,42,45,
178,HAUNTED MANSION 1,15,LUMINEON,43,45,SEADRA,44,46,MANTINE,44,46,SEAKING,45,47,GOLDUCK,45,48,
179,HAUNTED MANSION 2,15,SWANNA,43,45,WALREIN,44,46,PALAFIN,44,46,MANTINE,45,47,GYARADOS,45,48,
180,ROUTE 18 AREA 1,15,LUVDISC,43,45,MAGIKARP,44,46,SEAKING,44,46,ALOMOMOLA,45,47,GYARADOS,45,48,
181,ROUTE 18 AREA 2,15,PYUKUMUKU,43,45,DEWGONG,44,46,ALOMOMOLA,44,46,WALREIN,45,47,SEISMITOAD,45,48,
182,ROUTE 18 AREA 3,15,FRILLISH,43,45,SHARPEDO,44,46,JELLICENT,44,46,CRAMORANT,45,47,SEISMITOAD,45,48,
