BankId,Area,SurfRate,Slot1Species,Slot1Min,Slot1Max,Slot2Species,Slot2Min,Slot2Max,Slot3Species,Slot3Min,Slot3Max,Slot4Species,Slot4Min,Slot4Max,Slot5Species,Slot5Min,Slot5Max,HeadersUsed
57,SYD FOREST 3,15,POLIWAG,20,22,REMORAID,21,23,BARBOACH,21,23,SHELLDER,22,24,LANTURN,22,25,234
58,SYD FOREST 4,15,MAGIKARP,22,24,FINNEON,23,25,SHELLDER,23,25,BUIZEL,24,26,WHISCASH,24,27,235
59,SYD FOREST 5,15,KRABBY,22,24,POLIWAG,23,25,CLAMPERL,23,25,SHELLDER,24,26,LANTURN,24,27,236
60,SYD FOREST 6,15,FINNEON,22,24,MAGIKARP,23,25,CLAMPERL,23,25,CHINCHOU,24,26,CRAWDAUNT,24,27,237
61,SYD FOREST 7,15,PSYDUCK,23,25,MAGIKARP,24,26,SHELLDER,24,26,BUIZEL,25,27,CLOYSTER,25,28,238
62,SYD FOREST 8,15,REMORAID,23,25,MAGIKARP,24,26,BUIZEL,24,26,CORPHISH,25,27,LANTURN,25,28,239
63,SYD FOREST 9,15,POLIWAG,24,26,PSYDUCK,25,27,BARBOACH,25,27,CLAMPERL,26,28,FLOATZEL,26,29,240
64,ROUTE 12 AREA 1,15,POLIWAG,25,27,FINNEON,26,28,SHELLDER,26,28,CLAMPERL,27,29,FLOATZEL,27,30,
65,ISLAND 1 AREA 1,15,REMORAID,23,25,KRABBY,24,26,CORPHISH,24,26,CHINCHOU,25,27,CLOYSTER,25,28,163
66,ISLAND 1 AREA 2,15,MAGIKARP,23,25,WINGULL,24,26,CLAUNCHER,24,26,CHINCHOU,25,27,CLOYSTER,25,28,
67,ISLAND 1 AREA 3,15,FINNEON,23,25,KRABBY,24,26,SKRELP,24,26,CLAUNCHER,25,27,CLOYSTER,25,28,
68,ISLAND 1 AREA 4,15,MAGIKARP,23,25,KRABBY,24,26,CLAMPERL,24,26,ARROKUDA,25,27,CLOYSTER,25,28,
69,ISLAND 1 AREA 5,15,WINGULL,23,25,STARYU,24,26,SKRELP,24,26,CHINCHOU,25,27,CRAWDAUNT,25,28,
70,ISLAND 1 AREA 6,15,MAGIKARP,23,25,WINGULL,24,26,SKRELP,24,26,CLAMPERL,25,27,OCTILLERY,25,28,
71,ISLAND 1 AREA 7,15,STARYU,23,25,KRABBY,24,26,ARROKUDA,24,26,CORPHISH,25,27,FLOATZEL,25,28,
72,ISLAND 1 AREA 8,15,STARYU,23,25,FINNEON,24,26,CORPHISH,24,26,ARROKUDA,25,27,LANTURN,25,28,
73,Dark Cave 1,15,SHELLOS,25,27,WOOPER,26,28,FRILLISH,26,28,CLAMPERL,27,29,LANTURN,27,30,
74,Dark Cave 2,15,FINNEON,25,27,MAGIKARP,26,28,SHELLDER,26,28,CHINCHOU,27,29,CLOYSTER,27,30,
75,ISLAND CAVE AREA 1,15,REMORAID,25,27,TENTACOOL,26,28,CHINCHOU,26,28,SHELLDER,27,29,FLOATZEL,27,30,
76,ISLAND CAVE AREA 2,15,REMORAID,25,27,MAGIKARP,26,28,SKRELP,26,28,CLAUNCHER,27,29,LANTURN,27,30,
77,ISLAND CAVE AREA 3,15,REMORAID,25,27,MAGIKARP,26,28,CHINCHOU,26,28,CLAUNCHER,27,29,PELIPPER,27,30,
78,ISLAND 2 AREA 1,15,REMORAID,25,27,WINGULL,26,28,CORPHISH,26,28,SHELLDER,27,29,FLOATZEL,27,30,456
79,ISLAND 2 AREA 2,15,KRABBY,25,27,TENTACOOL,26,28,CHINCHOU,26,28,CLAUNCHER,27,29,CRAWDAUNT,27,30,462
80,ISLAND 2 AREA 3,15,REMORAID,25,27,KRABBY,26,28,SHELLDER,26,28,CLAUNCHER,27,29,PELIPPER,27,30,463
81,ISLAND 2 AREA 4,15,REMORAID,25,27,TENTACOOL,26,28,CHINCHOU,26,28,SKRELP,27,29,PELIPPER,27,30,464
82,ISLAND 3 AREA 1,15,TENTACOOL,27,29,REMORAID,28,30,CORPHISH,28,30,SKRELP,29,31,OCTILLERY,29,32,
83,ISLAND 3 AREA 2,15,TENTACOOL,27,29,STARYU,28,30,CLAUNCHER,28,30,CORPHISH,29,31,PELIPPER,29,32,
84,ISLAND 4 AREA 1,15,TENTACOOL,27,29,FINNEON,28,30,CLAMPERL,28,30,CORPHISH,29,31,OCTILLERY,29,32,
85,ISLAND 4 AREA 2,15,WINGULL,29,31,REMORAID,30,32,SHELLDER,30,32,ARROKUDA,31,33,LANTURN,31,34,
86,ISLAND 4 AREA 3,15,STARYU,27,29,TENTACOOL,28,30,CORPHISH,28,30,SKRELP,29,31,CRAWDAUNT,29,32,
87,ISLAND 5 AREA 1,15,KRABBY,28,30,REMORAID,29,31,CORPHISH,29,31,CLAUNCHER,30,32,CLOYSTER,30,33,460
88,ISLAND 5 AREA 2,15,WINGULL,28,30,TENTACOOL,29,31,CORPHISH,29,31,CLAUNCHER,30,32,CLOYSTER,30,33,461
89,ISLAND 6 AREA 1,15,TENTACOOL,36,38,KRABBY,37,39,CLAMPERL,37,39,CHINCHOU,38,40,OCTILLERY,38,41,459
90,ISLAND 6 AREA 2,15,TENTACOOL,36,38,STARYU,37,39,CORPHISH,37,39,SHELLDER,38,40,CLOYSTER,38,41,
91,ISLAND 7 AREA 1,15,MAGIKARP,39,41,STARYU,40,42,ARROKUDA,40,42,SKRELP,41,43,CRAWDAUNT,41,44,357;411;412
92,ISLAND 7 AREA 2,15,MAGIKARP,39,41,REMORAID,40,42,ARROKUDA,40,42,CORPHISH,41,43,OCTILLERY,41,44,
93,ISLAND 7 AREA 3,15,REMORAID,39,41,KRABBY,40,42,ARROKUDA,40,42,CHINCHOU,41,43,CRAWDAUNT,41,44,
94,ISLAND 7 AREA 4,15,REMORAID,39,41,KRABBY,40,42,CLAUNCHER,40,42,CORPHISH,41,43,FLOATZEL,41,44,
95,ISLAND 7 AREA 5,15,MAGIKARP,39,41,WINGULL,40,42,CORPHISH,40,42,ARROKUDA,41,43,CRAWDAUNT,41,44,
96,ISLAND 7 AREA 6,15,STARYU,39,41,KRABBY,40,42,CLAUNCHER,40,42,SHELLDER,41,43,PELIPPER,41,44,
97,ISLAND 8 AREA 1,15,WINGULL,39,41,FINNEON,40,42,CORPHISH,40,42,ARROKUDA,41,43,CRAWDAUNT,41,44,
98,ISLAND 8 AREA 2,15,FINNEON,39,41,KRABBY,40,42,SHELLDER,40,42,CLAUNCHER,41,43,LANTURN,41,44,
99,ISLAND 9 AREA 1,15,REMORAID,39,41,SEEL,40,42,CLAMPERL,40,42,FINNEON,41,43,LANTURN,41,44,
100,ISLAND 9 AREA 2,15,SPHEAL,39,41,MAGIKARP,40,42,CLAMPERL,40,42,FINNEON,41,43,WALREIN,41,44,
101,ISLAND 9 AREA 3,15,MAGIKARP,39,41,REMORAID,40,42,SHELLDER,40,42,CLAMPERL,41,43,SEALEO,41,44,
102,ROUTE 9 AREA 1,15,WOOPER,22,24,KRABBY,23,25,BARBOACH,23,25,BUIZEL,24,26,LANTURN,24,27,242
103,ROUTE 9 AREA 2,15,KRABBY,22,24,MAGIKARP,23,25,SHELLDER,23,25,BARBOACH,24,26,OCTILLERY,24,27,243
104,ROUTE 9 AREA 3,15,MAGIKARP,22,24,PSYDUCK,23,25,BARBOACH,23,25,CORPHISH,24,26,LANTURN,24,27,244
105,ROUTE 9 AREA 4,15,PSYDUCK,22,24,MAGIKARP,23,25,CHINCHOU,23,25,BUIZEL,24,26,OCTILLERY,24,27,246
106,ROUTE 9 AREA 5,15,POLIWAG,22,24,MAGIKARP,23,25,BUIZEL,23,25,CLAMPERL,24,26,FLOATZEL,24,27,247
107,ROUTE 10 AREA 1,15,WOOPER,24,26,PSYDUCK,25,27,CHINCHOU,25,27,SHELLDER,26,28,OCTILLERY,26,29,248
108,ROUTE 10 AREA 2,15,FINNEON,24,26,MAGIKARP,25,27,CHINCHOU,25,27,CLAMPERL,26,28,OCTILLERY,26,29,249
109,ROUTE 10 AREA 3,15,REMORAID,24,26,WOOPER,25,27,CHINCHOU,25,27,BUIZEL,26,28,LANTURN,26,29,250
110,ROUTE 11 AREA 1,15,POLIWAG,24,26,REMORAID,25,27,BARBOACH,25,27,BUIZEL,26,28,LANTURN,26,29,221
111,ROUTE 11 AREA 2,15,PSYDUCK,24,26,KRABBY,25,27,BARBOACH,25,27,CLAMPERL,26,28,OCTILLERY,26,29,9;222
112,ROUTE 11 AREA 3,15,KRABBY,24,26,REMORAID,25,27,CHINCHOU,25,27,CORPHISH,26,28,WHISCASH,26,29,223;225
113,ROUTE 11 AREA 4,15,KRABBY,24,26,PSYDUCK,25,27,CORPHISH,25,27,BUIZEL,26,28,LANTURN,26,29,224
114,ROUTE 12 AREA 2,15,REMORAID,27,29,PSYDUCK,28,30,BARBOACH,28,30,CLAMPERL,29,31,CLOYSTER,29,32,261
115,ROUTE 12 AREA 3,15,WOOPER,27,29,MAGIKARP,28,30,SHELLDER,28,30,CORPHISH,29,31,CRAWDAUNT,29,32,262
116,ULURU 1 A 1,15,WOOPER,27,29,MAGIKARP,28,30,SHELLDER,28,30,CORPHISH,29,31,CLOYSTER,29,32,268;269;275;297
117,ULURU 1 A 2,15,BARBOACH,27,29,FINNEON,28,30,SHELLDER,28,30,CORPHISH,29,31,QUAGSIRE,29,32,276
118,ULURU 1 A 3,15,BARBOACH,27,29,TYMPOLE,28,30,CORPHISH,28,30,SHELLDER,29,31,OCTILLERY,29,32,277
119,ROUTE 14 AREA 1,15,SPHEAL,29,31,MAGIKARP,30,32,GOLDEEN,30,32,CLAMPERL,31,33,LANTURN,31,34,278;279
120,ROUTE 14 AREA 2,15,CHINCHOU,29,31,REMORAID,30,32,CLAMPERL,30,32,FINNEON,31,33,WALREIN,31,34,288
121,ROUTE 14 AREA 3,15,SPHEAL,31,33,SEEL,32,34,GOLDEEN,32,34,FINNEON,33,35,DEWGONG,33,36,289
122,ROUTE 14 AREA 4,15,SEEL,33,35,REMORAID,34,36,CLAMPERL,34,36,FINNEON,35,37,LANTURN,35,38,290
123,ROUTE 14 AREA 5,15,SEEL,31,33,REMORAID,32,34,GOLDEEN,32,34,CLAMPERL,33,35,WALREIN,33,36,286
124,ROUTE 14 AREA 6,15,MAGIKARP,31,33,CHINCHOU,32,34,FINNEON,32,34,GOLDEEN,33,35,DEWGONG,33,36,287
125,FROZEN CAVE AREA 1,15,CHINCHOU,33,35,SEEL,34,36,FINNEON,34,36,CLAMPERL,35,37,WALREIN,35,38,291;292
126,FROZEN CAVE AREA 2,15,SEEL,33,35,MAGIKARP,34,36,SHELLDER,34,36,FINNEON,35,37,LANTURN,35,38,293
127,RELIC CAVE AREA 1,15,MAGIKARP,29,31,BARBOACH,30,32,FRILLISH,30,32,CLAMPERL,31,33,OCTILLERY,31,34,294
128,RELIC CAVE AREA 2,15,SHELLOS,29,31,TYMPOLE,30,32,CHINCHOU,30,32,CLAMPERL,31,33,QUAGSIRE,31,34,295
129,RELIC CAVE AREA 3,15,FINNEON,29,31,MAGIKARP,30,32,CLAMPERL,30,32,SHELLDER,31,33,QUAGSIRE,31,34,296
130,WILD AREA 1,15,KRABBY,31,33,PSYDUCK,32,34,CHINCHOU,32,34,CLAMPERL,33,35,OCTILLERY,33,36,
131,WILD AREA 2,15,FINNEON,31,33,WOOPER,32,34,CORPHISH,32,34,BARBOACH,33,35,CLOYSTER,33,36,
132,WILD AREA 3,15,WOOPER,31,33,POLIWAG,32,34,CORPHISH,32,34,CLAMPERL,33,35,OCTILLERY,33,36,
133,WILD AREA 4,15,FINNEON,31,33,REMORAID,32,34,CLAMPERL,32,34,SHELLDER,33,35,CLOYSTER,33,36,
134,WILD AREA 5,15,KRABBY,31,33,REMORAID,32,34,SHELLDER,32,34,CLAMPERL,33,35,CLOYSTER,33,36,
135,WILD AREA 6,15,KRABBY,31,33,WOOPER,32,34,SHELLDER,32,34,BARBOACH,33,35,LANTURN,33,36,
136,WILD AREA 7,15,FINNEON,31,33,POLIWAG,32,34,CLAMPERL,32,34,BARBOACH,33,35,CLOYSTER,33,36,
137,WILD AREA 8,15,MAGIKARP,33,35,WOOPER,34,36,CLAMPERL,34,36,SHELLDER,35,37,LANTURN,35,38,299
138,WILD AREA 9,15,PSYDUCK,33,35,REMORAID,34,36,BARBOACH,34,36,BUIZEL,35,37,LANTURN,35,38,
139,WILD AREA 10,15,PSYDUCK,31,33,WOOPER,32,34,BUIZEL,32,34,BARBOACH,33,35,LANTURN,33,36,
140,WILD AREA 11,15,WOOPER,31,33,POLIWAG,32,34,BARBOACH,32,34,BUIZEL,33,35,FLOATZEL,33,36,
141,WILD AREA 12,15,PSYDUCK,31,33,REMORAID,32,34,CLAMPERL,32,34,SHELLDER,33,35,LANTURN,33,36,
142,WILD AREA 13,15,REMORAID,31,33,MAGIKARP,32,34,CHINCHOU,32,34,CORPHISH,33,35,OCTILLERY,33,36,
143,WILD AREA 14,15,POLIWAG,31,33,KRABBY,32,34,CLAMPERL,32,34,SHELLDER,33,35,FLOATZEL,33,36,
144,ROUTE 19 AREA 1,15,WOOPER,31,33,FINNEON,32,34,BUIZEL,32,34,SHELLDER,33,35,WHISCASH,33,36,312
145,ROUTE 19 AREA 2,15,MAGIKARP,31,33,POLIWAG,32,34,SHELLDER,32,34,BUIZEL,33,35,WHISCASH,33,36,313
146,ROUTE 19 AREA 3,15,FINNEON,31,33,WOOPER,32,34,BARBOACH,32,34,CLAMPERL,33,35,LANTURN,33,36,314
147,ULURU 2 A 1,15,TYMPOLE,31,33,BARBOACH,32,34,CORPHISH,32,34,CLAMPERL,33,35,QUAGSIRE,33,36,315
148,ULURU 2 A 2,15,BARBOACH,31,33,WOOPER,32,34,CHINCHOU,32,34,CLAMPERL,33,35,OCTILLERY,33,36,316
149,ROUTE 13 AREA 1,15,FINNEON,33,35,KRABBY,34,36,BARBOACH,34,36,SHELLDER,35,37,FLOATZEL,35,38,323
150,ROUTE 13 AREA 2,15,PSYDUCK,33,35,WOOPER,34,36,BUIZEL,34,36,CLAMPERL,35,37,CRAWDAUNT,35,38,321;322
151,ROUTE 13 AREA 3,15,REMORAID,33,35,POLIWAG,34,36,BARBOACH,34,36,SHELLDER,35,37,WHISCASH,35,38,317;318
152,ROUTE 13 AREA 4,15,MAGIKARP,35,37,KRABBY,36,38,BUIZEL,36,38,CLAMPERL,37,39,WHISCASH,37,40,319;320
153,ULURU 3 A 1,15,TYMPOLE,35,37,SHELLOS,36,38,SHELLDER,36,38,CLAMPERL,37,39,CLOYSTER,37,40,324
154,ULURU 3 A 2,15,MAGIKARP,37,39,TYMPOLE,38,40,SHELLDER,38,40,CLAMPERL,39,41,WHISCASH,39,42,325
155,MT UNDARA 1,15,MAGIKARP,35,37,FINNEON,36,38,CHINCHOU,36,38,BARBOACH,37,39,CRAWDAUNT,37,40,326
156,MT UNDARA 2,15,KRABBY,37,39,POLIWAG,38,40,SHELLDER,38,40,BUIZEL,39,41,OCTILLERY,39,42,327
157,MT UNDARA 3,15,WOOPER,37,39,KRABBY,38,40,SHELLDER,38,40,CHINCHOU,39,41,CRAWDAUNT,39,42,328
158,MT UNDARA 4,15,WOOPER,37,39,MAGIKARP,38,40,BARBOACH,38,40,CLAMPERL,39,41,CLOYSTER,39,42,330
159,MT UNDARA 5,15,POLIWAG,39,41,PSYDUCK,40,42,BARBOACH,40,42,CHINCHOU,41,43,CRAWDAUNT,41,44,329
160,MT UNDARA 6,15,KRABBY,39,41,REMORAID,40,42,CHINCHOU,40,42,SHELLDER,41,43,CRAWDAUNT,41,44,331
161,MT UNDARA 7,15,WOOPER,39,41,MAGIKARP,40,42,CHINCHOU,40,42,BARBOACH,41,43,CRAWDAUNT,41,44,332
162,MT UNDARA 8,15,WOOPER,39,41,KRABBY,40,42,CHINCHOU,40,42,BUIZEL,41,43,OCTILLERY,41,44,333
163,PLUS PASSAGE,15,SHELLOS,35,37,BARBOACH,36,38,CHINCHOU,36,38,SHELLDER,37,39,OCTILLERY,37,40,
164,SHALLOW C 1,15,POLIWAG,37,39,KRABBY,38,40,BUIZEL,38,40,BARBOACH,39,41,FLOATZEL,39,42,
165,SHALLOW C 2,15,WOOPER,37,39,POLIWAG,38,40,CORPHISH,38,40,BARBOACH,39,41,LANTURN,39,42,
166,SHALLOW C 3,15,FINNEON,37,39,PSYDUCK,38,40,BARBOACH,38,40,BUIZEL,39,41,WHISCASH,39,42,
167,ROUTE 15,15,WOOPER,37,39,FINNEON,38,40,CHINCHOU,38,40,BUIZEL,39,41,FLOATZEL,39,42,
168,ROUTE 16 AREA 1,15,KRABBY,37,39,FINNEON,38,40,CLAMPERL,38,40,CORPHISH,39,41,CLOYSTER,39,42,
169,ROUTE 16 AREA 2,15,FINNEON,37,39,PSYDUCK,38,40,CORPHISH,38,40,BUIZEL,39,41,LANTURN,39,42,
170,ROUTE 16 AREA 3,15,FINNEON,37,39,KRABBY,38,40,BUIZEL,38,40,BARBOACH,39,41,OCTILLERY,39,42,
171,ROUTE 16 AREA 4,15,WOOPER,37,39,KRABBY,38,40,CLAMPERL,38,40,CORPHISH,39,41,CRAWDAUNT,39,42,
172,ROUTE 16 AREA 5,15,FINNEON,37,39,PSYDUCK,38,40,CHINCHOU,38,40,SHELLDER,39,41,CRAWDAUNT,39,42,
173,HAUNTED FOREST 1,15,POLIWAG,40,42,REMORAID,41,43,BARBOACH,41,43,CHINCHOU,42,44,FLOATZEL,42,45,
174,HAUNTED FOREST 2,15,WOOPER,40,42,REMORAID,41,43,BARBOACH,41,43,SHELLDER,42,44,WHISCASH,42,45,
175,HAUNTED FOREST 3,15,PSYDUCK,40,42,WOOPER,41,43,CHINCHOU,41,43,SHELLDER,42,44,CLOYSTER,42,45,
176,HAUNTED FOREST 4,15,KRABBY,40,42,WOOPER,41,43,BUIZEL,41,43,SHELLDER,42,44,CLOYSTER,42,45,
177,HAUNTED FOREST 5,15,PSYDUCK,40,42,WOOPER,41,43,BUIZEL,41,43,CORPHISH,42,44,CRAWDAUNT,42,45,
178,HAUNTED MANSION 1,15,FINNEON,43,45,PSYDUCK,44,46,CORPHISH,44,46,BUIZEL,45,47,CRAWDAUNT,45,48,
179,HAUNTED MANSION 2,15,WOOPER,43,45,PSYDUCK,44,46,BARBOACH,44,46,CLAMPERL,45,47,CLOYSTER,45,48,
180,ROUTE 18 AREA 1,15,FINNEON,43,45,MAGIKARP,44,46,BUIZEL,44,46,SHELLDER,45,47,CLOYSTER,45,48,
181,ROUTE 18 AREA 2,15,KRABBY,43,45,POLIWAG,44,46,CHINCHOU,44,46,BUIZEL,45,47,WHISCASH,45,48,
182,ROUTE 18 AREA 3,15,REMORAID,43,45,WOOPER,44,46,SHELLDER,44,46,CORPHISH,45,47,WHISCASH,45,48,
183,ROUTE 18 AREA 4,15,PSYDUCK,43,45,MAGIKARP,44,46,BUIZEL,44,46,CLAMPERL,45,47,WHISCASH,45,48,
184,CAVE 1,15,TYMPOLE,45,47,FINNEON,46,48,SHELLDER,46,48,CORPHISH,47,49,LANTURN,47,50,430
