name,raw_value,numeric_id
MOVE_METAL_CLAW,232,232
MOVE_VITAL_THROW,233,233
MOVE_MORNING_SUN,234,234
MOVE_SYNTHESIS,235,235
MOVE_MOONLIGHT,236,236
MOVE_HIDDEN_POWER,237,237
MOVE_CROSS_CHOP,238,238
MOVE_TWISTER,239,239
MOVE_RAIN_DANCE,240,240
MOVE_SUNNY_DAY,241,241
MOVE_CRUNCH,242,242
MOVE_MIRROR_COAT,243,243
MOVE_PSYCH_UP,244,244
MOVE_EXTREME_SPEED,245,245
MOVE_ANCIENT_POWER,246,246
MOVE_SHADOW_BALL,247,247
MOVE_FUTURE_SIGHT,248,248
MOVE_ROCK_SMASH,249,249
MOVE_WHIRLPOOL,250,250
MOVE_BEAT_UP,251,251
MOVE_FAKE_OUT,252,252
MOVE_UPROAR,253,253
MOVE_STOCKPILE,254,254
MOVE_SPIT_UP,255,255
MOVE_SWALLOW,256,256
MOVE_HEAT_WAVE,257,257
MOVE_HAIL,258,258
MOVE_TORMENT,259,259
MOVE_FLATTER,260,260
MOVE_WILL_O_WISP,261,261
MOVE_MEMENTO,262,262
MOVE_FACADE,263,263
MOVE_FOCUS_PUNCH,264,264
MOVE_SMELLING_SALTS,265,265
MOVE_FOLLOW_ME,266,266
MOVE_NATURE_POWER,267,267
MOVE_CHARGE,268,268
MOVE_TAUNT,269,269
MOVE_HELPING_HAND,270,270
MOVE_TRICK,271,271
MOVE_ROLE_PLAY,272,272
MOVE_WISH,273,273
MOVE_ASSIST,274,274
MOVE_INGRAIN,275,275
MOVE_SUPERPOWER,276,276
MOVE_MAGIC_COAT,277,277
MOVE_RECYCLE,278,278
MOVE_REVENGE,279,279
MOVE_BRICK_BREAK,280,280
MOVE_YAWN,281,281
MOVE_KNOCK_OFF,282,282
MOVE_ENDEAVOR,283,283
MOVE_ERUPTION,284,284
MOVE_SKILL_SWAP,285,285
MOVE_IMPRISON,286,286
MOVE_REFRESH,287,287
MOVE_GRUDGE,288,288
MOVE_SNATCH,289,289
MOVE_SECRET_POWER,290,290
MOVE_DIVE,291,291
MOVE_ARM_THRUST,292,292
MOVE_CAMOUFLAGE,293,293
MOVE_TAIL_GLOW,294,294
MOVE_LUSTER_PURGE,295,295
MOVE_MIST_BALL,296,296
MOVE_FEATHER_DANCE,297,297
MOVE_TEETER_DANCE,298,298
MOVE_BLAZE_KICK,299,299
MOVE_MUD_SPORT,300,300
MOVE_ICE_BALL,301,301
MOVE_NEEDLE_ARM,302,302
MOVE_SLACK_OFF,303,303
MOVE_HYPER_VOICE,304,304
MOVE_POISON_FANG,305,305
MOVE_CRUSH_CLAW,306,306
MOVE_BLAST_BURN,307,307
MOVE_HYDRO_CANNON,308,308
MOVE_METEOR_MASH,309,309
MOVE_ASTONISH,310,310
MOVE_WEATHER_BALL,311,311
MOVE_AROMATHERAPY,312,312
MOVE_FAKE_TEARS,313,313
MOVE_AIR_CUTTER,314,314
MOVE_OVERHEAT,315,315
MOVE_ODOR_SLEUTH,316,316
MOVE_ROCK_TOMB,317,317
MOVE_SILVER_WIND,318,318
MOVE_METAL_SOUND,319,319
MOVE_GRASS_WHISTLE,320,320
MOVE_TICKLE,321,321
MOVE_COSMIC_POWER,322,322
MOVE_WATER_SPOUT,323,323
MOVE_SIGNAL_BEAM,324,324
MOVE_SHADOW_PUNCH,325,325
MOVE_EXTRASENSORY,326,326
MOVE_SKY_UPPERCUT,327,327
MOVE_SAND_TOMB,328,328
MOVE_SHEER_COLD,329,329
MOVE_MUDDY_WATER,330,330
MOVE_BULLET_SEED,331,331
MOVE_AERIAL_ACE,332,332
MOVE_ICICLE_SPEAR,333,333
MOVE_IRON_DEFENSE,334,334
MOVE_BLOCK,335,335
MOVE_HOWL,336,336
MOVE_DRAGON_CLAW,337,337
MOVE_FRENZY_PLANT,338,338
MOVE_BULK_UP,339,339
MOVE_BOUNCE,340,340
MOVE_MUD_SHOT,341,341
MOVE_POISON_TAIL,342,342
MOVE_COVET,343,343
MOVE_VOLT_TACKLE,344,344
MOVE_MAGICAL_LEAF,345,345
MOVE_WATER_SPORT,346,346
MOVE_CALM_MIND,347,347
MOVE_LEAF_BLADE,348,348
MOVE_DRAGON_DANCE,349,349
MOVE_ROCK_BLAST,350,350
MOVE_SHOCK_WAVE,351,351
MOVE_WATER_PULSE,352,352
MOVE_DOOM_DESIRE,353,353
MOVE_PSYCHO_BOOST,354,354
MOVE_ROOST,355,355
MOVE_GRAVITY,356,356
MOVE_MIRACLE_EYE,357,357
MOVE_WAKE_UP_SLAP,358,358
MOVE_HAMMER_ARM,359,359
MOVE_GYRO_BALL,360,360
MOVE_HEALING_WISH,361,361
MOVE_BRINE,362,362
MOVE_NATURAL_GIFT,363,363
MOVE_FEINT,364,364
MOVE_PLUCK,365,365
MOVE_TAILWIND,366,366
MOVE_ACUPRESSURE,367,367
MOVE_METAL_BURST,368,368
MOVE_U_TURN,369,369
MOVE_CLOSE_COMBAT,370,370
MOVE_PAYBACK,371,371
MOVE_ASSURANCE,372,372
MOVE_EMBARGO,373,373
MOVE_FLING,374,374
MOVE_PSYCHO_SHIFT,375,375
MOVE_TRUMP_CARD,376,376
MOVE_HEAL_BLOCK,377,377
MOVE_WRING_OUT,378,378
MOVE_POWER_TRICK,379,379
MOVE_GASTRO_ACID,380,380
MOVE_LUCKY_CHANT,381,381
MOVE_ME_FIRST,382,382
MOVE_COPYCAT,383,383
MOVE_POWER_SWAP,384,384
MOVE_GUARD_SWAP,385,385
MOVE_PUNISHMENT,386,386
MOVE_LAST_RESORT,387,387
MOVE_WORRY_SEED,388,388
MOVE_SUCKER_PUNCH,389,389
MOVE_TOXIC_SPIKES,390,390
MOVE_HEART_SWAP,391,391
MOVE_AQUA_RING,392,392
MOVE_MAGNET_RISE,393,393
MOVE_FLARE_BLITZ,394,394
MOVE_FORCE_PALM,395,395
MOVE_AURA_SPHERE,396,396
MOVE_ROCK_POLISH,397,397
MOVE_POISON_JAB,398,398
MOVE_DARK_PULSE,399,399
MOVE_NIGHT_SLASH,400,400
MOVE_AQUA_TAIL,401,401
MOVE_SEED_BOMB,402,402
MOVE_AIR_SLASH,403,403
MOVE_X_SCISSOR,404,404
MOVE_BUG_BUZZ,405,405
MOVE_DRAGON_PULSE,406,406
MOVE_DRAGON_RUSH,407,407
MOVE_POWER_GEM,408,408
MOVE_DRAIN_PUNCH,409,409
MOVE_VACUUM_WAVE,410,410
MOVE_FOCUS_BLAST,411,411
MOVE_ENERGY_BALL,412,412
MOVE_BRAVE_BIRD,413,413
MOVE_EARTH_POWER,414,414
MOVE_SWITCHEROO,415,415
MOVE_GIGA_IMPACT,416,416
MOVE_NASTY_PLOT,417,417
MOVE_BULLET_PUNCH,418,418
MOVE_AVALANCHE,419,419
MOVE_ICE_SHARD,420,420
MOVE_SHADOW_CLAW,421,421
MOVE_THUNDER_FANG,422,422
MOVE_ICE_FANG,423,423
MOVE_FIRE_FANG,424,424
MOVE_SHADOW_SNEAK,425,425
MOVE_MUD_BOMB,426,426
MOVE_PSYCHO_CUT,427,427
MOVE_ZEN_HEADBUTT,428,428
MOVE_MIRROR_SHOT,429,429
MOVE_FLASH_CANNON,430,430
MOVE_ROCK_CLIMB,431,431
MOVE_DEFOG,432,432
MOVE_TRICK_ROOM,433,433
MOVE_DRACO_METEOR,434,434
MOVE_DISCHARGE,435,435
MOVE_LAVA_PLUME,436,436
MOVE_LEAF_STORM,437,437
MOVE_POWER_WHIP,438,438
MOVE_ROCK_WRECKER,439,439
MOVE_CROSS_POISON,440,440
MOVE_GUNK_SHOT,441,441
MOVE_IRON_HEAD,442,442
MOVE_MAGNET_BOMB,443,443
MOVE_STONE_EDGE,444,444
MOVE_CAPTIVATE,445,445
MOVE_STEALTH_ROCK,446,446
MOVE_GRASS_KNOT,447,447
MOVE_CHATTER,448,448
MOVE_JUDGMENT,449,449
MOVE_BUG_BITE,450,450
MOVE_CHARGE_BEAM,451,451
MOVE_WOOD_HAMMER,452,452
MOVE_AQUA_JET,453,453
MOVE_ATTACK_ORDER,454,454
MOVE_DEFEND_ORDER,455,455
MOVE_HEAL_ORDER,456,456
MOVE_HEAD_SMASH,457,457
MOVE_DOUBLE_HIT,458,458
MOVE_ROAR_OF_TIME,459,459
MOVE_SPACIAL_REND,460,460
MOVE_LUNAR_DANCE,461,461
MOVE_CRUSH_GRIP,462,462
MOVE_MAGMA_STORM,463,463
MOVE_DARK_VOID,464,464
MOVE_SEED_FLARE,465,465
MOVE_OMINOUS_WIND,466,466
MOVE_SHADOW_FORCE,467,467
MOVE_468,468,468
MOVE_469,469,469
MOVE_470,470,470
MOVE_HONE_CLAWS,471,471
MOVE_WIDE_GUARD,472,472
MOVE_GUARD_SPLIT,473,473
MOVE_POWER_SPLIT,474,474
MOVE_WONDER_ROOM,475,475
MOVE_PSYSHOCK,476,476
MOVE_VENOSHOCK,477,477
MOVE_AUTOTOMIZE,478,478
MOVE_RAGE_POWDER,479,479
MOVE_TELEKINESIS,480,480
MOVE_MAGIC_ROOM,481,481
MOVE_SMACK_DOWN,482,482
MOVE_STORM_THROW,483,483
MOVE_FLAME_BURST,484,484
MOVE_SLUDGE_WAVE,485,485
MOVE_QUIVER_DANCE,486,486
MOVE_HEAVY_SLAM,487,487
MOVE_SYNCHRONOISE,488,488
MOVE_ELECTRO_BALL,489,489
MOVE_SOAK,490,490
MOVE_FLAME_CHARGE,491,491
MOVE_COIL,492,492
MOVE_LOW_SWEEP,493,493
MOVE_ACID_SPRAY,494,494
MOVE_FOUL_PLAY,495,495
MOVE_SIMPLE_BEAM,496,496
MOVE_ENTRAINMENT,497,497
MOVE_AFTER_YOU,498,498
MOVE_ROUND,499,499
MOVE_ECHOED_VOICE,500,500
MOVE_CHIP_AWAY,501,501
MOVE_CLEAR_SMOG,502,502
MOVE_STORED_POWER,503,503
MOVE_QUICK_GUARD,504,504
MOVE_ALLY_SWITCH,505,505
MOVE_SCALD,506,506
MOVE_SHELL_SMASH,507,507
MOVE_HEAL_PULSE,508,508
MOVE_HEX,509,509
MOVE_SKY_DROP,510,510
MOVE_SHIFT_GEAR,511,511
MOVE_CIRCLE_THROW,512,512
MOVE_INCINERATE,513,513
MOVE_QUASH,514,514
MOVE_ACROBATICS,515,515
MOVE_REFLECT_TYPE,516,516
MOVE_RETALIATE,517,517
MOVE_FINAL_GAMBIT,518,518
MOVE_BESTOW,519,519
MOVE_INFERNO,520,520
MOVE_WATER_PLEDGE,521,521
MOVE_FIRE_PLEDGE,522,522
MOVE_GRASS_PLEDGE,523,523
MOVE_VOLT_SWITCH,524,524
MOVE_STRUGGLE_BUG,525,525
MOVE_BULLDOZE,526,526
MOVE_FROST_BREATH,527,527
MOVE_DRAGON_TAIL,528,528
MOVE_WORK_UP,529,529
MOVE_ELECTROWEB,530,530
MOVE_WILD_CHARGE,531,531
MOVE_DRILL_RUN,532,532
MOVE_DUAL_CHOP,533,533
MOVE_HEART_STAMP,534,534
MOVE_HORN_LEECH,535,535
MOVE_SACRED_SWORD,536,536
MOVE_RAZOR_SHELL,537,537
MOVE_HEAT_CRASH,538,538
MOVE_LEAF_TORNADO,539,539
MOVE_STEAMROLLER,540,540
MOVE_COTTON_GUARD,541,541
MOVE_NIGHT_DAZE,542,542
MOVE_PSYSTRIKE,543,543
MOVE_TAIL_SLAP,544,544
MOVE_HURRICANE,545,545
MOVE_HEAD_CHARGE,546,546
MOVE_GEAR_GRIND,547,547
MOVE_SEARING_SHOT,548,548
MOVE_TECHNO_BLAST,549,549
MOVE_RELIC_SONG,550,550
MOVE_SECRET_SWORD,551,551
MOVE_GLACIATE,552,552
MOVE_BOLT_STRIKE,553,553
MOVE_BLUE_FLARE,554,554
MOVE_FIERY_DANCE,555,555
MOVE_FREEZE_SHOCK,556,556
MOVE_ICE_BURN,557,557
MOVE_SNARL,558,558
MOVE_ICICLE_CRASH,559,559
MOVE_V_CREATE,560,560
MOVE_FUSION_FLARE,561,561
MOVE_FUSION_BOLT,562,562
MOVE_FLYING_PRESS,563,563
MOVE_MAT_BLOCK,564,564
MOVE_BELCH,565,565
MOVE_ROTOTILLER,566,566
MOVE_STICKY_WEB,567,567
MOVE_FELL_STINGER,568,568
MOVE_PHANTOM_FORCE,569,569
MOVE_TRICK_OR_TREAT,570,570
MOVE_NOBLE_ROAR,571,571
MOVE_ION_DELUGE,572,572
MOVE_PARABOLIC_CHARGE,573,573
MOVE_FORESTS_CURSE,574,574
MOVE_PETAL_BLIZZARD,575,575
MOVE_FREEZE_DRY,576,576
MOVE_DISARMING_VOICE,577,577
MOVE_PARTING_SHOT,578,578
MOVE_TOPSY_TURVY,579,579
MOVE_DRAINING_KISS,580,580
MOVE_CRAFTY_SHIELD,581,581
MOVE_FLOWER_SHIELD,582,582
MOVE_GRASSY_TERRAIN,583,583
MOVE_MISTY_TERRAIN,584,584
MOVE_ELECTRIFY,585,585
MOVE_PLAY_ROUGH,586,586
MOVE_FAIRY_WIND,587,587
MOVE_MOONBLAST,588,588
MOVE_BOOMBURST,589,589
MOVE_FAIRY_LOCK,590,590
MOVE_KINGS_SHIELD,591,591
MOVE_PLAY_NICE,592,592
MOVE_CONFIDE,593,593
MOVE_DIAMOND_STORM,594,594
MOVE_STEAM_ERUPTION,595,595
MOVE_HYPERSPACE_HOLE,596,596
MOVE_WATER_SHURIKEN,597,597
MOVE_MYSTICAL_FIRE,598,598
MOVE_SPIKY_SHIELD,599,599
MOVE_AROMATIC_MIST,600,600
MOVE_EERIE_IMPULSE,601,601
MOVE_VENOM_DRENCH,602,602
MOVE_POWDER,603,603
MOVE_GEOMANCY,604,604
MOVE_MAGNETIC_FLUX,605,605
MOVE_HAPPY_HOUR,606,606
MOVE_ELECTRIC_TERRAIN,607,607
MOVE_DAZZLING_GLEAM,608,608
MOVE_CELEBRATE,609,609
MOVE_HOLD_HANDS,610,610
MOVE_BABY_DOLL_EYES,611,611
MOVE_NUZZLE,612,612
MOVE_HOLD_BACK,613,613
MOVE_INFESTATION,614,614
MOVE_POWER_UP_PUNCH,615,615
MOVE_OBLIVION_WING,616,616
MOVE_THOUSAND_ARROWS,617,617
MOVE_THOUSAND_WAVES,618,618
MOVE_LANDS_WRATH,619,619
MOVE_LIGHT_OF_RUIN,620,620
MOVE_ORIGIN_PULSE,621,621
MOVE_PRECIPICE_BLADES,622,622
MOVE_DRAGON_ASCENT,623,623
MOVE_HYPERSPACE_FURY,624,624
MOVE_BREAKNECK_BLITZ_PHYSICAL,625,625
MOVE_BREAKNECK_BLITZ_SPECIAL,626,626
MOVE_ALL_OUT_PUMMELING_PHYSICAL,627,627
MOVE_ALL_OUT_PUMMELING_SPECIAL,628,628
MOVE_SUPERSONIC_SKYSTRIKE_PHYSICAL,629,629
MOVE_SUPERSONIC_SKYSTRIKE_SPECIAL,630,630
MOVE_ACID_DOWNPOUR_PHYSICAL,631,631
MOVE_ACID_DOWNPOUR_SPECIAL,632,632
MOVE_TECTONIC_RAGE_PHYSICAL,633,633
MOVE_TECTONIC_RAGE_SPECIAL,634,634
MOVE_CONTINENTAL_CRUSH_PHYSICAL,635,635
MOVE_CONTINENTAL_CRUSH_SPECIAL,636,636
MOVE_SAVAGE_SPIN_OUT_PHYSICAL,637,637
MOVE_SAVAGE_SPIN_OUT_SPECIAL,638,638
MOVE_NEVER_ENDING_NIGHTMARE_PHYSICAL,639,639
MOVE_NEVER_ENDING_NIGHTMARE_SPECIAL,640,640
MOVE_CORKSCREW_CRASH_PHYSICAL,641,641
MOVE_CORKSCREW_CRASH_SPECIAL,642,642
MOVE_INFERNO_OVERDRIVE_PHYSICAL,643,643
MOVE_INFERNO_OVERDRIVE_SPECIAL,644,644
MOVE_HYDRO_VORTEX_PHYSICAL,645,645
MOVE_HYDRO_VORTEX_SPECIAL,646,646
MOVE_BLOOM_DOOM_PHYSICAL,647,647
MOVE_BLOOM_DOOM_SPECIAL,648,648
MOVE_GIGAVOLT_HAVOC_PHYSICAL,649,649
MOVE_GIGAVOLT_HAVOC_SPECIAL,650,650
MOVE_SHATTERED_PSYCHE_PHYSICAL,651,651
MOVE_SHATTERED_PSYCHE_SPECIAL,652,652
MOVE_SUBZERO_SLAMMER_PHYSICAL,653,653
MOVE_SUBZERO_SLAMMER_SPECIAL,654,654
MOVE_DEVASTATING_DRAKE_PHYSICAL,655,655
MOVE_DEVASTATING_DRAKE_SPECIAL,656,656
MOVE_BLACK_HOLE_ECLIPSE_PHYSICAL,657,657
MOVE_BLACK_HOLE_ECLIPSE_SPECIAL,658,658
MOVE_TWINKLE_TACKLE_PHYSICAL,659,659
MOVE_TWINKLE_TACKLE_SPECIAL,660,660
MOVE_CATASTROPIKA,661,661
MOVE_SHORE_UP,662,662
MOVE_FIRST_IMPRESSION,663,663
MOVE_BANEFUL_BUNKER,664,664
MOVE_SPIRIT_SHACKLE,665,665
MOVE_DARKEST_LARIAT,666,666
MOVE_SPARKLING_ARIA,667,667
MOVE_ICE_HAMMER,668,668
MOVE_FLORAL_HEALING,669,669
MOVE_HIGH_HORSEPOWER,670,670
MOVE_STRENGTH_SAP,671,671
MOVE_SOLAR_BLADE,672,672
MOVE_LEAFAGE,673,673
MOVE_SPOTLIGHT,674,674
MOVE_TOXIC_THREAD,675,675
MOVE_LASER_FOCUS,676,676
MOVE_GEAR_UP,677,677
MOVE_THROAT_CHOP,678,678
MOVE_POLLEN_PUFF,679,679
MOVE_ANCHOR_SHOT,680,680
MOVE_PSYCHIC_TERRAIN,681,681
MOVE_LUNGE,682,682
MOVE_FIRE_LASH,683,683
MOVE_POWER_TRIP,684,684
MOVE_BURN_UP,685,685
MOVE_SPEED_SWAP,686,686
MOVE_SMART_STRIKE,687,687
MOVE_PURIFY,688,688
MOVE_REVELATION_DANCE,689,689
MOVE_CORE_ENFORCER,690,690
MOVE_TROP_KICK,691,691
MOVE_INSTRUCT,692,692
MOVE_BEAK_BLAST,693,693
MOVE_CLANGING_SCALES,694,694
MOVE_DRAGON_HAMMER,695,695
MOVE_BRUTAL_SWING,696,696
MOVE_AURORA_VEIL,697,697
MOVE_SINISTER_ARROW_RAID,698,698
MOVE_MALICIOUS_MOONSAULT,699,699
MOVE_OCEANIC_OPERETTA,700,700
MOVE_GUARDIAN_OF_ALOLA,701,701
MOVE_SOUL_STEALING_7_STAR_STRIKE,702,702
MOVE_STOKED_SPARKSURFER,703,703
MOVE_PULVERIZING_PANCAKE,704,704
MOVE_EXTREME_EVOBOOST,705,705
MOVE_GENESIS_SUPERNOVA,706,706
MOVE_SHELL_TRAP,707,707
MOVE_FLEUR_CANNON,708,708
MOVE_PSYCHIC_FANGS,709,709
MOVE_STOMPING_TANTRUM,710,710
MOVE_SHADOW_BONE,711,711
MOVE_ACCELEROCK,712,712
MOVE_LIQUIDATION,713,713
MOVE_PRISMATIC_LASER,714,714
MOVE_SPECTRAL_THIEF,715,715
MOVE_SUNSTEEL_STRIKE,716,716
MOVE_MOONGEIST_BEAM,717,717
MOVE_TEARFUL_LOOK,718,718
MOVE_ZING_ZAP,719,719
MOVE_NATURES_MADNESS,720,720
MOVE_MULTI_ATTACK,721,721
MOVE_10_000_000_VOLT_THUNDERBOLT,722,722
MOVE_MIND_BLOWN,723,723
MOVE_PLASMA_FISTS,724,724
MOVE_PHOTON_GEYSER,725,725
MOVE_LIGHT_THAT_BURNS_THE_SKY,726,726
MOVE_SEARING_SUNRAZE_SMASH,727,727
MOVE_MENACING_MOONRAZE_MAELSTROM,728,728
MOVE_LETS_SNUGGLE_FOREVER,729,729
MOVE_SPLINTERED_STORMSHARDS,730,730
MOVE_CLANGOROUS_SOULBLAZE,731,731
MOVE_ZIPPY_ZAP,732,732
MOVE_SPLISHY_SPLASH,733,733
MOVE_FLOATY_FALL,734,734
MOVE_PIKA_PAPOW,735,735
