name,raw_value,numeric_id
ITEM_BLACK_SLUDGE,281,281
ITEM_ICY_ROCK,282,282
ITEM_SMOOTH_ROCK,283,283
ITEM_HEAT_ROCK,284,284
ITEM_DAMP_ROCK,285,285
ITEM_GRIP_CLAW,286,286
ITEM_CHOICE_SCARF,287,287
ITEM_STICKY_BARB,288,288
ITEM_POWER_BRACER,289,289
ITEM_POWER_BELT,290,290
ITEM_POWER_LENS,291,291
ITEM_POWER_BAND,292,292
ITEM_POWER_ANKLET,293,293
ITEM_POWER_WEIGHT,294,294
ITEM_SHED_SHELL,295,295
ITEM_BIG_ROOT,296,296
ITEM_CHOICE_SPECS,297,297
ITEM_FLAME_PLATE,298,298
ITEM_SPLASH_PLATE,299,299
ITEM_ZAP_PLATE,300,300
ITEM_MEADOW_PLATE,301,301
ITEM_ICICLE_PLATE,302,302
ITEM_FIST_PLATE,303,303
ITEM_TOXIC_PLATE,304,304
ITEM_EARTH_PLATE,305,305
ITEM_SKY_PLATE,306,306
ITEM_MIND_PLATE,307,307
ITEM_INSECT_PLATE,308,308
ITEM_STONE_PLATE,309,309
ITEM_SPOOKY_PLATE,310,310
ITEM_DRACO_PLATE,311,311
ITEM_DREAD_PLATE,312,312
ITEM_IRON_PLATE,313,313
ITEM_ODD_INCENSE,314,314
ITEM_ROCK_INCENSE,315,315
ITEM_FULL_INCENSE,316,316
ITEM_WAVE_INCENSE,317,317
ITEM_ROSE_INCENSE,318,318
ITEM_LUCK_INCENSE,319,319
ITEM_PURE_INCENSE,320,320
ITEM_PROTECTOR,321,321
ITEM_ELECTIRIZER,322,322
ITEM_MAGMARIZER,323,323
ITEM_DUBIOUS_DISC,324,324
ITEM_REAPER_CLOTH,325,325
ITEM_RAZOR_CLAW,326,326
ITEM_RAZOR_FANG,327,327
ITEM_TM001,328,328
ITEM_TM002,329,329
ITEM_TM003,330,330
ITEM_TM004,331,331
ITEM_TM005,332,332
ITEM_TM006,333,333
ITEM_TM007,334,334
ITEM_TM008,335,335
ITEM_TM009,336,336
ITEM_TM010,337,337
ITEM_TM011,338,338
ITEM_TM012,339,339
ITEM_TM013,340,340
ITEM_TM014,341,341
ITEM_TM015,342,342
ITEM_TM016,343,343
ITEM_TM017,344,344
ITEM_TM018,345,345
ITEM_TM019,346,346
ITEM_TM020,347,347
ITEM_TM021,348,348
ITEM_TM022,349,349
ITEM_TM023,350,350
ITEM_TM024,351,351
ITEM_TM025,352,352
ITEM_TM026,353,353
ITEM_TM027,354,354
ITEM_TM028,355,355
ITEM_TM029,356,356
ITEM_TM030,357,357
ITEM_TM031,358,358
ITEM_TM032,359,359
ITEM_TM033,360,360
ITEM_TM034,361,361
ITEM_TM035,362,362
ITEM_TM036,363,363
ITEM_TM037,364,364
ITEM_TM038,365,365
ITEM_TM039,366,366
ITEM_TM040,367,367
ITEM_TM041,368,368
ITEM_TM042,369,369
ITEM_TM043,370,370
ITEM_TM044,371,371
ITEM_TM045,372,372
ITEM_TM046,373,373
ITEM_TM047,374,374
ITEM_TM048,375,375
ITEM_TM049,376,376
ITEM_TM050,377,377
ITEM_TM051,378,378
ITEM_TM052,379,379
ITEM_TM053,380,380
ITEM_TM054,381,381
ITEM_TM055,382,382
ITEM_TM056,383,383
ITEM_TM057,384,384
ITEM_TM058,385,385
ITEM_TM059,386,386
ITEM_TM060,387,387
ITEM_TM061,388,388
ITEM_TM062,389,389
ITEM_TM063,390,390
ITEM_TM064,391,391
ITEM_TM065,392,392
ITEM_TM066,393,393
ITEM_TM067,394,394
ITEM_TM068,395,395
ITEM_TM069,396,396
ITEM_TM070,397,397
ITEM_TM071,398,398
ITEM_TM072,399,399
ITEM_TM073,400,400
ITEM_TM074,401,401
ITEM_TM075,402,402
ITEM_TM076,403,403
ITEM_TM077,404,404
ITEM_TM078,405,405
ITEM_TM079,406,406
ITEM_TM080,407,407
ITEM_TM081,408,408
ITEM_TM082,409,409
ITEM_TM083,410,410
ITEM_TM084,411,411
ITEM_TM085,412,412
ITEM_TM086,413,413
ITEM_TM087,414,414
ITEM_TM088,415,415
ITEM_TM089,416,416
ITEM_TM090,417,417
ITEM_TM091,418,418
ITEM_TM092,419,419
ITEM_HM01,420,420
ITEM_HM02,421,421
ITEM_HM03,422,422
ITEM_HM04,423,423
ITEM_HM05,424,424
ITEM_HM06,425,425
ITEM_HM07,426,426
ITEM_HM08,427,427
ITEM_EXPLORER_KIT,428,428
ITEM_LOOT_SACK,429,429
ITEM_RULE_BOOK,430,430
ITEM_POKE_RADAR,431,431
ITEM_POINT_CARD,432,432
ITEM_GUIDEBOOK,433,433
ITEM_SEAL_CASE,434,434
ITEM_FASHION_CASE,435,435
ITEM_STICKER_BAG,436,436
ITEM_PAL_PAD,437,437
ITEM_WORKS_KEY,438,438
ITEM_OLD_CHARM,439,439
ITEM_GALACTIC_KEY,440,440
ITEM_RED_CHAIN,441,441
ITEM_TOWN_MAP,442,442
ITEM_VS_SEEKER,443,443
ITEM_COIN_CASE,444,444
ITEM_OLD_ROD,445,445
ITEM_GOOD_ROD,446,446
ITEM_SUPER_ROD,447,447
ITEM_SPRAYDUCK,448,448
ITEM_POFFIN_CASE,449,449
ITEM_BIKE,450,450
ITEM_SUITE_KEY,451,451
ITEM_OAKS_LETTER,452,452
ITEM_LUNAR_FEATHER,453,453
ITEM_MEMBER_CARD,454,454
ITEM_AZURE_FLUTE,455,455
ITEM_SS_TICKET,456,456
ITEM_CONTEST_PASS,457,457
ITEM_MAGMA_STONE,458,458
ITEM_PARCEL,459,459
ITEM_COUPON_1,460,460
ITEM_COUPON_2,461,461
ITEM_COUPON_3,462,462
ITEM_STORAGE_KEY_SINNOH,463,463
ITEM_SECRET_MEDICINE,464,464
ITEM_VS_RECORDER,465,465
ITEM_GRACIDEA,466,466
ITEM_SECRET_KEY,467,467
ITEM_APRICORN_BOX,468,468
ITEM_UNOWN_REPORT,469,469
ITEM_BERRY_POTS,470,470
ITEM_DOWSING_MACHINE,471,471
ITEM_BLUE_CARD,472,472
ITEM_SLOWPOKE_TAIL,473,473
ITEM_CLEAR_BELL,474,474
ITEM_CARD_KEY_JOHTO,475,475
ITEM_BASEMENT_KEY,476,476
ITEM_SQUIRT_BOTTLE,477,477
ITEM_RED_SCALE,478,478
ITEM_LOST_ITEM,479,479
ITEM_PASS,480,480
ITEM_MACHINE_PART,481,481
ITEM_SILVER_FEATHER,482,482
ITEM_RAINBOW_FEATHER,483,483
ITEM_MYSTERY_EGG,484,484
ITEM_RED_APRICORN,485,485
ITEM_YELLOW_APRICORN,486,486
ITEM_BLUE_APRICORN,487,487
ITEM_GREEN_APRICORN,488,488
ITEM_PINK_APRICORN,489,489
ITEM_WHITE_APRICORN,490,490
ITEM_BLACK_APRICORN,491,491
ITEM_FAST_BALL,492,492
ITEM_LEVEL_BALL,493,493
ITEM_LURE_BALL,494,494
ITEM_HEAVY_BALL,495,495
ITEM_LOVE_BALL,496,496
ITEM_FRIEND_BALL,497,497
ITEM_MOON_BALL,498,498
ITEM_SPORT_BALL,499,499
ITEM_PARK_BALL,500,500
ITEM_PHOTO_ALBUM,501,501
ITEM_GB_SOUNDS,502,502
ITEM_TIDAL_BELL,503,503
ITEM_RAGE_CANDY_BAR,504,504
ITEM_DATA_CARD_01,505,505
ITEM_DATA_CARD_02,506,506
ITEM_DATA_CARD_03,507,507
ITEM_DATA_CARD_04,508,508
ITEM_DATA_CARD_05,509,509
ITEM_DATA_CARD_06,510,510
ITEM_DATA_CARD_07,511,511
ITEM_DATA_CARD_08,512,512
ITEM_DATA_CARD_09,513,513
ITEM_DATA_CARD_10,514,514
ITEM_DATA_CARD_11,515,515
ITEM_DATA_CARD_12,516,516
ITEM_DATA_CARD_13,517,517
ITEM_DATA_CARD_14,518,518
ITEM_DATA_CARD_15,519,519
ITEM_DATA_CARD_16,520,520
ITEM_DATA_CARD_17,521,521
ITEM_DATA_CARD_18,522,522
ITEM_DATA_CARD_19,523,523
ITEM_DATA_CARD_20,524,524
ITEM_DATA_CARD_21,525,525
ITEM_DATA_CARD_22,526,526
ITEM_DATA_CARD_23,527,527
ITEM_DATA_CARD_24,528,528
ITEM_DATA_CARD_25,529,529
ITEM_DATA_CARD_26,530,530
ITEM_DATA_CARD_27,531,531
ITEM_JADE_ORB,532,532
ITEM_LOCK_CAPSULE,533,533
ITEM_RED_ORB,534,534
ITEM_BLUE_ORB,535,535
ITEM_ENIGMA_STONE,536,536
ITEM_PRISM_SCALE,537,537
ITEM_EVIOLITE,538,538
ITEM_FLOAT_STONE,539,539
ITEM_ROCKY_HELMET,540,540
ITEM_AIR_BALLOON,541,541
ITEM_RED_CARD,542,542
ITEM_RING_TARGET,543,543
ITEM_BINDING_BAND,544,544
ITEM_ABSORB_BULB,545,545
ITEM_CELL_BATTERY,546,546
ITEM_EJECT_BUTTON,547,547
ITEM_FIRE_GEM,548,548
ITEM_WATER_GEM,549,549
ITEM_ELECTRIC_GEM,550,550
ITEM_GRASS_GEM,551,551
ITEM_ICE_GEM,552,552
ITEM_FIGHTING_GEM,553,553
ITEM_POISON_GEM,554,554
ITEM_GROUND_GEM,555,555
ITEM_FLYING_GEM,556,556
ITEM_PSYCHIC_GEM,557,557
ITEM_BUG_GEM,558,558
ITEM_ROCK_GEM,559,559
ITEM_GHOST_GEM,560,560
ITEM_DRAGON_GEM,561,561
ITEM_DARK_GEM,562,562
ITEM_STEEL_GEM,563,563
ITEM_NORMAL_GEM,564,564
ITEM_HEALTH_FEATHER,565,565
ITEM_MUSCLE_FEATHER,566,566
ITEM_RESIST_FEATHER,567,567
ITEM_GENIUS_FEATHER,568,568
ITEM_CLEVER_FEATHER,569,569
ITEM_SWIFT_FEATHER,570,570
ITEM_PRETTY_FEATHER,571,571
ITEM_COVER_FOSSIL,572,572
ITEM_PLUME_FOSSIL,573,573
ITEM_LIBERTY_PASS,574,574
ITEM_PASS_ORB,575,575
ITEM_DREAM_BALL,576,576
ITEM_POKE_TOY,577,577
ITEM_PROP_CASE,578,578
ITEM_DRAGON_SKULL,579,579
ITEM_BALM_MUSHROOM,580,580
ITEM_BIG_NUGGET,581,581
ITEM_PEARL_STRING,582,582
ITEM_COMET_SHARD,583,583
ITEM_RELIC_COPPER,584,584
ITEM_RELIC_SILVER,585,585
ITEM_RELIC_GOLD,586,586
ITEM_RELIC_VASE,587,587
ITEM_RELIC_BAND,588,588
ITEM_RELIC_STATUE,589,589
ITEM_RELIC_CROWN,590,590
ITEM_CASTELIACONE,591,591
ITEM_DIRE_HIT_2,592,592
ITEM_X_SPEED_2,593,593
ITEM_X_SP_ATK_2,594,594
ITEM_X_SP_DEF_2,595,595
ITEM_X_DEFENSE_2,596,596
ITEM_X_ATTACK_2,597,597
ITEM_X_ACCURACY_2,598,598
ITEM_X_SPEED_3,599,599
ITEM_X_SP_ATK_3,600,600
ITEM_X_SP_DEF_3,601,601
ITEM_X_DEFENSE_3,602,602
ITEM_X_ATTACK_3,603,603
ITEM_X_ACCURACY_3,604,604
ITEM_X_SPEED_6,605,605
ITEM_X_SP_ATK_6,606,606
ITEM_X_SP_DEF_6,607,607
ITEM_X_DEFENSE_6,608,608
ITEM_X_ATTACK_6,609,609
ITEM_X_ACCURACY_6,610,610
ITEM_ABILITY_URGE,611,611
ITEM_ITEM_DROP,612,612
ITEM_ITEM_URGE,613,613
ITEM_RESET_URGE,614,614
ITEM_DIRE_HIT_3,615,615
ITEM_LIGHT_STONE,616,616
ITEM_DARK_STONE,617,617
ITEM_TM093,618,618
ITEM_TM094,619,619
ITEM_TM095,620,620
ITEM_XTRANSCEIVER_BW,621,621
ITEM_UNKNOWN_622,622,622
ITEM_GRAM_1,623,623
ITEM_GRAM_2,624,624
ITEM_GRAM_3,625,625
ITEM_XTRANSCEIVER_BW2,626,626
ITEM_MEDAL_BOX,627,627
ITEM_DNA_SPLICERS_FUSE,628,628
ITEM_DNA_SPLICERS_UNFUSE,629,629
ITEM_PERMIT,630,630
ITEM_OVAL_CHARM,631,631
ITEM_SHINY_CHARM,632,632
ITEM_PLASMA_CARD,633,633
ITEM_GRUBBY_HANKY,634,634
ITEM_COLRESS_MACHINE,635,635
ITEM_DROPPED_ITEM_CURTIS,636,636
ITEM_DROPPED_ITEM_YANCY,637,637
ITEM_REVEAL_GLASS,638,638
ITEM_WEAKNESS_POLICY,639,639
ITEM_ASSAULT_VEST,640,640
ITEM_HOLO_CASTER_MALE,641,641
ITEM_PROFS_LETTER,642,642
ITEM_ROLLER_SKATES,643,643
ITEM_PIXIE_PLATE,644,644
ITEM_ABILITY_CAPSULE,645,645
ITEM_WHIPPED_DREAM,646,646
ITEM_SACHET,647,647
ITEM_LUMINOUS_MOSS,648,648
ITEM_SNOWBALL,649,649
ITEM_SAFETY_GOGGLES,650,650
ITEM_POKE_FLUTE,651,651
ITEM_RICH_MULCH,652,652
ITEM_SURPRISE_MULCH,653,653
ITEM_BOOST_MULCH,654,654
ITEM_AMAZE_MULCH,655,655
ITEM_GENGARITE,656,656
ITEM_GARDEVOIRITE,657,657
ITEM_AMPHAROSITE,658,658
ITEM_VENUSAURITE,659,659
ITEM_CHARIZARDITE_X,660,660
ITEM_BLASTOISINITE,661,661
ITEM_MEWTWONITE_X,662,662
ITEM_MEWTWONITE_Y,663,663
ITEM_BLAZIKENITE,664,664
ITEM_MEDICHAMITE,665,665
ITEM_HOUNDOOMINITE,666,666
ITEM_AGGRONITE,667,667
ITEM_BANETTITE,668,668
ITEM_TYRANITARITE,669,669
ITEM_SCIZORITE,670,670
ITEM_PINSIRITE,671,671
ITEM_AERODACTYLITE,672,672
ITEM_LUCARIONITE,673,673
ITEM_ABOMASITE,674,674
ITEM_KANGASKHANITE,675,675
ITEM_GYARADOSITE,676,676
ITEM_ABSOLITE,677,677
ITEM_CHARIZARDITE_Y,678,678
ITEM_ALAKAZITE,679,679
ITEM_HERACRONITE,680,680
ITEM_MAWILITE,681,681
ITEM_MANECTITE,682,682
ITEM_GARCHOMPITE,683,683
ITEM_LATIASITE,684,684
ITEM_LATIOSITE,685,685
ITEM_ROSELI_BERRY,686,686
ITEM_KEE_BERRY,687,687
ITEM_MARANGA_BERRY,688,688
ITEM_SPRINKLOTAD,689,689
ITEM_TM096,690,690
ITEM_TM097,691,691
ITEM_TM098,692,692
ITEM_TM099,693,693
ITEM_TM100,694,694
ITEM_POWER_PLANT_PASS,695,695
ITEM_MEGA_RING,696,696
ITEM_INTRIGUING_STONE,697,697
ITEM_COMMON_STONE,698,698
ITEM_DISCOUNT_COUPON,699,699
ITEM_ELEVATOR_KEY,700,700
ITEM_TMV_PASS,701,701
ITEM_HONOR_OF_KALOS,702,702
ITEM_ADVENTURE_GUIDE,703,703
ITEM_STRANGE_SOUVENIR,704,704
ITEM_LENS_CASE,705,705
ITEM_MAKEUP_BAG,706,706
ITEM_TRAVEL_TRUNK,707,707
ITEM_LUMIOSE_GALETTE,708,708
ITEM_SHALOUR_SABLE,709,709
ITEM_JAW_FOSSIL,710,710
ITEM_SAIL_FOSSIL,711,711
ITEM_LOOKER_TICKET,712,712
ITEM_BIKE_XY,713,713
ITEM_HOLO_CASTER_FEMALE,714,714
ITEM_FAIRY_GEM,715,715
ITEM_MEGA_CHARM,716,716
ITEM_MEGA_GLOVE,717,717
ITEM_MACH_BIKE,718,718
ITEM_ACRO_BIKE,719,719
ITEM_WAILMER_PAIL,720,720
ITEM_DEVON_PARTS,721,721
ITEM_SOOT_SACK,722,722
ITEM_BASEMENT_KEY_ORAS,723,723
ITEM_POKEBLOCK_KIT,724,724
ITEM_LETTER,725,725
ITEM_EON_TICKET,726,726
ITEM_SCANNER,727,727
ITEM_GO_GOGGLES,728,728
ITEM_METEORITE_ORAS_DEFAULT,729,729
ITEM_KEY_TO_ROOM_1,730,730
ITEM_KEY_TO_ROOM_2,731,731
ITEM_KEY_TO_ROOM_4,732,732
ITEM_KEY_TO_ROOM_6,733,733
ITEM_STORAGE_KEY_HOENN,734,734
ITEM_DEVON_SCOPE,735,735
ITEM_SS_TICKET_ORAS,736,736
ITEM_HM07_ORAS,737,737
ITEM_DEVON_SCUBA_GEAR,738,738
ITEM_CONTEST_COSTUME_MALE,739,739
ITEM_CONTEST_COSTUME_FEMALE,740,740
ITEM_MAGMA_SUIT,741,741
ITEM_AQUA_SUIT,742,742
ITEM_PAIR_OF_TICKETS,743,743
ITEM_MEGA_BRACELET,744,744
ITEM_MEGA_PENDANT,745,745
ITEM_MEGA_GLASSES,746,746
ITEM_MEGA_ANCHOR,747,747
ITEM_MEGA_STICKPIN,748,748
ITEM_MEGA_TIARA,749,749
ITEM_MEGA_ANKLET,750,750
ITEM_METEORITE_ORAS_SECOND,751,751
ITEM_SWAMPERTITE,752,752
ITEM_SCEPTILITE,753,753
ITEM_SABLENITE,754,754
ITEM_ALTARIANITE,755,755
ITEM_GALLADITE,756,756
ITEM_AUDINITE,757,757
ITEM_METAGROSSITE,758,758
ITEM_SHARPEDONITE,759,759
ITEM_SLOWBRONITE,760,760
ITEM_STEELIXITE,761,761
ITEM_PIDGEOTITE,762,762
ITEM_GLALITITE,763,763
ITEM_DIANCITE,764,764
ITEM_PRISON_BOTTLE,765,765
ITEM_MEGA_CUFF,766,766
ITEM_CAMERUPTITE,767,767
ITEM_LOPUNNITE,768,768
