name,raw_value,numeric_id
TRAINERCLASS_TEAM_ROCKET,55,55
TRAINERCLASS_SKIER,56,56
TRAINERCLASS_ROUGHNECK,57,57
TRAINERCLASS_CLOWN,58,58
TRAINERCLASS_WORKER,59,59
TRAINERCLASS_SCHOOL_KID_M,60,60
TRAINERCLASS_SCHOOL_KID_F,61,61
TRAINERCLASS_TEAM_ROCKET_F,62,62
TRAINERCLASS_BURGLAR,63,63
TRAINERCLASS_FIREBREATHER,64,64
TRAINERCLASS_BIKER,65,65
TRAINERCLASS_LEADER_FALKNER,66,66
TRAINERCLASS_LEADER_BUGSY,67,67
TRAINERCLASS_POKE_MANIAC,68,68
TRAINERCLASS_BIRD_KEEPER_GS,69,69
TRAINERCLASS_LEADER_WHITNEY,70,70
TRAINERCLASS_RANCHER,71,71
TRAINERCLASS_LEADER_MORTY,72,72
TRAINERCLASS_LEADER_PRYCE,73,73
TRAINERCLASS_LEADER_JASMINE,74,74
TRAINERCLASS_LEADER_CHUCK,75,75
TRAINERCLASS_LEADER_CLAIR,76,76
TRAINERCLASS_TEACHER,77,77
TRAINERCLASS_SUPER_NERD,78,78
TRAINERCLASS_SAGE,79,79
TRAINERCLASS_PARASOL_LADY,80,80
TRAINERCLASS_WAITER,81,81
TRAINERCLASS_MEDIUM,82,82
TRAINERCLASS_CAMERAMAN,83,83
TRAINERCLASS_REPORTER,84,84
TRAINERCLASS_IDOL,85,85
TRAINERCLASS_CHAMPION,86,86
TRAINERCLASS_ELITE_FOUR_WILL,87,87
TRAINERCLASS_ELITE_FOUR_KAREN,88,88
TRAINERCLASS_ELITE_FOUR_KOGA,89,89
TRAINERCLASS_PKMN_TRAINER_CHERYL,90,90
TRAINERCLASS_PKMN_TRAINER_RILEY,91,91
TRAINERCLASS_PKMN_TRAINER_MARLEY,92,92
TRAINERCLASS_PKMN_TRAINER_BUCK,93,93
TRAINERCLASS_PKMN_TRAINER_MIRA,94,94
TRAINERCLASS_PKMN_TRAINER_FTR_LUCAS,95,95
TRAINERCLASS_PKMN_TRAINER_FTR_DAWN,96,96
TRAINERCLASS_TOWER_TYCOON,97,97
TRAINERCLASS_LEADER_BROCK,98,98
TRAINERCLASS_HALL_MATRON,99,99
TRAINERCLASS_FACTORY_HEAD,100,100
TRAINERCLASS_ARCADE_STAR,101,101
TRAINERCLASS_CASTLE_VALET,102,102
TRAINERCLASS_LEADER_MISTY,103,103
TRAINERCLASS_LEADER_LT_SURGE,104,104
TRAINERCLASS_LEADER_ERIKA,105,105
TRAINERCLASS_LEADER_JANINE,106,106
TRAINERCLASS_LEADER_SABRINA,107,107
TRAINERCLASS_LEADER_BLAINE,108,108
TRAINERCLASS_PKMN_TRAINER_RED,109,109
TRAINERCLASS_LEADER_BLUE,110,110
TRAINERCLASS_ELDER,111,111
TRAINERCLASS_ELITE_FOUR_BRUNO,112,112
TRAINERCLASS_SCIENTIST_GS,113,113
TRAINERCLASS_EXECUTIVE_ARIANA,114,114
TRAINERCLASS_BOARDER,115,115
TRAINERCLASS_EXECUTIVE_ARCHER,116,116
TRAINERCLASS_EXECUTIVE_PROTON,117,117
TRAINERCLASS_EXECUTIVE_PETREL,118,118
TRAINERCLASS_PASSERBY,119,119
TRAINERCLASS_MYSTERY_MAN,120,120
TRAINERCLASS_DOUBLE_TEAM,121,121
TRAINERCLASS_YOUNG_COUPLE,122,122
TRAINERCLASS_PKMN_TRAINER_LANCE,123,123
TRAINERCLASS_ROCKET_BOSS,124,124
TRAINERCLASS_PKMN_TRAINER_LUCAS_DP,125,125
TRAINERCLASS_PKMN_TRAINER_DAWN_DP,126,126
TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,127,127
TRAINERCLASS_PKMN_TRAINER_DAWN_PT,128,128
TRAINERCLASS_PHONE_MOM,200,200
TRAINERCLASS_PHONE_POKEMON_PROFESSOR,201,201
TRAINERCLASS_PHONE_CHILDHOOD_FRIEND,202,202
TRAINERCLASS_PHONE_POKE_BALL_CREATOR,203,203
TRAINERCLASS_PHONE_DAY_CARE,204,204
TRAINERCLASS_PHONE_RADIO_PERSONALITY,205,205
TRAINERCLASS_PHONE_POKE_MANIAC,206,206
TRAINERCLASS_PHONE_SAFARI_WARDEN,207,207
