Item_ID,Item_Name,Price,Sell_Price,Hold_Effect,Hold_Effect_Param,Fling_Power,Fling_Effect,Prevent_Toss,Selectable,Field_Use_Func,Battle_Use_Func,Shop_Locations,Given_At_Locations
92,ITEM_NUGGET,20000,10000,0,0,30,0,FALSE,FALSE,0,0,,- (H#0263)
93,ITEM_HEART_SCALE,100,50,0,0,30,0,FALSE,FALSE,0,0,,
94,ITEM_HONEY,900,450,0,0,30,0,FALSE,FALSE,14,0,,
95,ITEM_GROWTH_MULCH,200,100,0,0,30,0,FALSE,FALSE,0,0,,
96,ITEM_DAMP_MULCH,200,100,0,0,30,0,FALSE,FALSE,0,0,,
97,ITEM_STABLE_MULCH,200,100,0,0,30,0,FALSE,FALSE,0,0,,
98,ITEM_GOOEY_MULCH,200,100,0,0,30,0,FALSE,FALSE,0,0,,
99,ITEM_ROOT_FOSSIL,1000,500,0,0,100,0,FALSE,FALSE,0,0,,
100,ITEM_CLAW_FOSSIL,1000,500,0,0,100,0,FALSE,FALSE,0,0,,
101,ITEM_HELIX_FOSSIL,1000,500,0,0,100,0,FALSE,FALSE,0,0,,
102,ITEM_DOME_FOSSIL,1000,500,0,0,100,0,FALSE,FALSE,0,0,,
103,ITEM_OLD_AMBER,1000,500,0,0,100,0,FALSE,FALSE,0,0,,
104,ITEM_ARMOR_FOSSIL,1000,500,0,0,100,0,FALSE,FALSE,0,0,,
105,ITEM_SKULL_FOSSIL,1000,500,0,0,100,0,FALSE,FALSE,0,0,,
106,ITEM_RARE_BONE,10000,5000,0,0,100,0,FALSE,FALSE,0,0,,
107,ITEM_SHINY_STONE,3000,1500,0,0,80,0,FALSE,FALSE,20,0,,
108,ITEM_DUSK_STONE,3000,1500,0,0,80,0,FALSE,FALSE,20,0,,
109,ITEM_DAWN_STONE,3000,1500,0,0,80,0,FALSE,FALSE,20,0,,
110,ITEM_OVAL_STONE,2000,1000,0,0,80,0,FALSE,FALSE,20,0,,
111,ITEM_ODD_KEYSTONE,2100,1050,0,0,80,0,FALSE,FALSE,0,0,,
112,ITEM_GRISEOUS_ORB,10000,5000,0,20,60,0,FALSE,FALSE,0,0,,
114,ITEM_UNKNOWN_72,0,0,0,0,0,0,FALSE,FALSE,0,0,,
116,ITEM_DOUSE_DRIVE,1000,500,0,0,70,0,FALSE,FALSE,0,0,,
117,ITEM_SHOCK_DRIVE,1000,500,0,0,70,0,FALSE,FALSE,0,0,,
118,ITEM_BURN_DRIVE,1000,500,0,0,70,0,FALSE,FALSE,0,0,,
119,ITEM_CHILL_DRIVE,1000,500,0,0,70,0,FALSE,FALSE,0,0,,
120,ITEM_UNKNOWN_78,0,0,0,0,0,0,FALSE,FALSE,0,0,,
121,ITEM_POKEMON_BOX,0,0,0,0,0,0,FALSE,FALSE,0,0,,
122,ITEM_UNKNOWN_7A,0,0,0,0,0,0,FALSE,FALSE,0,0,,
123,ITEM_UNKNOWN_7B,0,0,0,0,0,0,FALSE,FALSE,0,0,,
124,ITEM_UNKNOWN_7C,0,0,0,0,0,0,FALSE,FALSE,0,0,,
125,ITEM_UNKNOWN_7D,0,0,0,0,0,0,FALSE,FALSE,0,0,,
126,ITEM_UNKNOWN_7E,0,0,0,0,0,0,FALSE,FALSE,0,0,,
127,ITEM_UNKNOWN_7F,0,0,0,0,0,0,FALSE,FALSE,0,0,,
128,ITEM_UNKNOWN_80,0,0,0,0,0,0,FALSE,FALSE,0,0,,
129,ITEM_UNKNOWN_81,0,0,0,0,0,0,FALSE,FALSE,0,0,,
130,ITEM_UNKNOWN_82,0,0,0,0,0,0,FALSE,FALSE,0,0,,
131,ITEM_UNKNOWN_83,0,0,0,0,0,0,FALSE,FALSE,0,0,,
132,ITEM_UNKNOWN_84,0,0,0,0,0,0,FALSE,FALSE,0,0,,
133,ITEM_UNKNOWN_85,0,0,0,0,0,0,FALSE,FALSE,0,0,,
135,ITEM_ADAMANT_ORB,10000,5000,0,20,60,0,FALSE,FALSE,0,0,,
136,ITEM_LUSTROUS_ORB,10000,5000,0,20,60,0,FALSE,FALSE,0,0,,
213,ITEM_BRIGHT_POWDER,30000,15000,0,10,10,0,FALSE,FALSE,0,0,,A HQ1 F4 (H#0064) | A HQ1 F4 (H#0182) | D HQ1 F4 (H#0188)
214,ITEM_WHITE_HERB,20000,10000,0,0,10,24,FALSE,FALSE,0,0,,
215,ITEM_MACHO_BRACE,3000,1500,0,0,60,0,FALSE,FALSE,0,0,,
216,ITEM_EXP_SHARE,3000,1500,0,0,30,0,FALSE,FALSE,0,0,,
217,ITEM_QUICK_CLAW,8000,4000,0,20,80,0,FALSE,FALSE,0,0,,RADE F3 LIBRY (H#0373)
218,ITEM_SOOTHE_BELL,5000,2500,0,0,10,0,FALSE,FALSE,0,0,,
219,ITEM_MENTAL_HERB,10000,5000,0,0,10,25,FALSE,FALSE,0,0,,
220,ITEM_CHOICE_BAND,100000,50000,0,0,10,0,FALSE,FALSE,0,0,,
221,ITEM_KINGS_ROCK,10000,5000,0,10,30,26,FALSE,FALSE,0,0,,WELL CAVE F4 (H#0148)
222,ITEM_SILVER_POWDER,3000,1500,0,20,10,0,FALSE,FALSE,0,0,,
223,ITEM_AMULET_COIN,30000,15000,0,10,30,0,FALSE,FALSE,0,0,,
224,ITEM_CLEANSE_TAG,5000,2500,0,0,30,0,FALSE,FALSE,0,0,,R05R0401 (H#0517)
225,ITEM_SOUL_DEW,200,100,0,0,30,0,FALSE,FALSE,0,0,,
226,ITEM_DEEP_SEA_TOOTH,200,100,0,0,90,0,FALSE,FALSE,0,0,,
227,ITEM_DEEP_SEA_SCALE,200,100,0,0,30,0,FALSE,FALSE,0,0,,
228,ITEM_SMOKE_BALL,15000,7500,0,0,30,0,FALSE,FALSE,0,0,,
229,ITEM_EVERSTONE,3000,1500,0,0,30,0,FALSE,FALSE,0,0,,MAUN 09 LAB01 (H#0019)
230,ITEM_FOCUS_BAND,10000,5000,0,10,10,0,FALSE,FALSE,0,0,,
231,ITEM_LUCKY_EGG,10000,5000,0,0,30,0,FALSE,FALSE,0,0,,
232,ITEM_SCOPE_LENS,15000,7500,0,0,30,0,FALSE,FALSE,0,0,,
233,ITEM_METAL_COAT,3000,1500,0,20,30,0,FALSE,FALSE,0,0,,BOAT 06 (H#0101)
234,ITEM_LEFTOVERS,20000,10000,0,10,10,0,FALSE,FALSE,0,0,,
235,ITEM_DRAGON_SCALE,2100,1050,0,10,30,0,FALSE,FALSE,0,0,,
236,ITEM_LIGHT_BALL,1000,500,0,0,30,27,FALSE,FALSE,0,0,,
237,ITEM_SOFT_SAND,3000,1500,0,20,10,0,FALSE,FALSE,0,0,,
238,ITEM_HARD_STONE,3000,1500,0,20,100,0,FALSE,FALSE,0,0,,ULURU 4 A1 (H#0346) | ULURU 4 A2 (H#0347) | ULURU 4 A3 (H#0350)
239,ITEM_MIRACLE_SEED,3000,1500,0,20,30,0,FALSE,FALSE,0,0,,
240,ITEM_BLACK_GLASSES,3000,1500,0,20,30,0,FALSE,FALSE,0,0,,NAVEL EAST 01 (H#0041)
241,ITEM_BLACK_BELT,3000,1500,0,20,30,0,FALSE,FALSE,0,0,,
242,ITEM_MAGNET,3000,1500,0,20,30,0,FALSE,FALSE,0,0,,SPEAR PLR 1 (H#0348) | SPEAR PLR 2 (H#0349)
243,ITEM_MYSTIC_WATER,3000,1500,0,20,30,0,FALSE,FALSE,0,0,,
244,ITEM_SHARP_BEAK,3000,1500,0,20,50,0,FALSE,FALSE,0,0,,
245,ITEM_POISON_BARB,3000,1500,0,20,70,28,FALSE,FALSE,0,0,,
246,ITEM_NEVER_MELT_ICE,3000,1500,0,20,30,0,FALSE,FALSE,0,0,,
247,ITEM_SPELL_TAG,3000,1500,0,20,30,0,FALSE,FALSE,0,0,,DEPART 2 ROOM (H#0454)
248,ITEM_TWISTED_SPOON,3000,1500,0,20,30,0,FALSE,FALSE,0,0,,ULURU 2 A1 (H#0315) | ULURU 2 A2 (H#0316)
249,ITEM_CHARCOAL,3000,1500,0,20,30,0,FALSE,FALSE,0,0,,
250,ITEM_DRAGON_FANG,3000,1500,0,20,70,0,FALSE,FALSE,0,0,,
251,ITEM_SILK_SCARF,3000,1500,0,20,10,0,FALSE,FALSE,0,0,,
252,ITEM_UP_GRADE,2100,1050,0,0,30,0,FALSE,FALSE,0,0,,ROTOM TOWER (H#0197)
253,ITEM_SHELL_BELL,20000,10000,0,8,30,0,FALSE,FALSE,0,0,,
254,ITEM_SEA_INCENSE,9600,4800,0,20,10,0,FALSE,FALSE,0,0,,
255,ITEM_LAX_INCENSE,9600,4800,0,10,10,0,FALSE,FALSE,0,0,,
256,ITEM_LUCKY_PUNCH,10,5,0,0,40,0,FALSE,FALSE,0,0,,
257,ITEM_METAL_POWDER,10,5,0,0,10,0,FALSE,FALSE,0,0,,
258,ITEM_THICK_CLUB,500,250,0,0,90,0,FALSE,FALSE,0,0,,
259,ITEM_LEEK,200,100,0,0,60,0,FALSE,FALSE,0,0,,
260,ITEM_RED_SCARF,100,50,0,0,10,0,FALSE,FALSE,0,0,,
261,ITEM_BLUE_SCARF,100,50,0,0,10,0,FALSE,FALSE,0,0,,
262,ITEM_PINK_SCARF,100,50,0,0,10,0,FALSE,FALSE,0,0,,
263,ITEM_GREEN_SCARF,100,50,0,0,10,0,FALSE,FALSE,0,0,,
264,ITEM_YELLOW_SCARF,100,50,0,0,10,0,FALSE,FALSE,0,0,,
265,ITEM_WIDE_LENS,20000,10000,0,10,10,0,FALSE,FALSE,0,0,,
266,ITEM_MUSCLE_BAND,8000,4000,0,10,10,0,FALSE,FALSE,0,0,,
267,ITEM_WISE_GLASSES,8000,4000,0,10,10,0,FALSE,FALSE,0,0,,
268,ITEM_EXPERT_BELT,30000,15000,0,20,10,0,FALSE,FALSE,0,0,,
269,ITEM_LIGHT_CLAY,20000,10000,0,3,30,0,FALSE,FALSE,0,0,,
270,ITEM_LIFE_ORB,50000,25000,0,30,30,0,FALSE,FALSE,0,0,,
271,ITEM_POWER_HERB,30000,15000,0,0,10,0,FALSE,FALSE,0,0,,SHALLOW C 1 (H#0338) | SHALLOW C 2 (H#0339) | SHALLOW C 3 (H#0340) | SHALLOW C 4 (H#0341)
272,ITEM_TOXIC_ORB,15000,7500,0,0,30,29,FALSE,FALSE,0,0,,
273,ITEM_FLAME_ORB,15000,7500,0,0,30,30,FALSE,FALSE,0,0,,
274,ITEM_QUICK_POWDER,10,5,0,0,10,0,FALSE,FALSE,0,0,,
275,ITEM_FOCUS_SASH,50000,25000,0,0,10,0,FALSE,FALSE,0,0,,
276,ITEM_ZOOM_LENS,10000,5000,0,20,10,0,FALSE,FALSE,0,0,,
277,ITEM_METRONOME,15000,7500,0,10,30,0,FALSE,FALSE,0,0,,
278,ITEM_IRON_BALL,20000,10000,0,0,130,0,FALSE,FALSE,0,0,,
279,ITEM_LAGGING_TAIL,20000,10000,0,0,10,0,FALSE,FALSE,0,0,,
280,ITEM_DESTINY_KNOT,20000,10000,0,0,10,0,FALSE,FALSE,0,0,,
281,ITEM_BLACK_SLUDGE,10000,5000,0,16,30,0,FALSE,FALSE,0,0,,
282,ITEM_ICY_ROCK,8000,4000,0,3,40,0,FALSE,FALSE,0,0,,
283,ITEM_SMOOTH_ROCK,8000,4000,0,3,10,0,FALSE,FALSE,0,0,,
284,ITEM_HEAT_ROCK,8000,4000,0,3,60,0,FALSE,FALSE,0,0,,
285,ITEM_DAMP_ROCK,8000,4000,0,3,60,0,FALSE,FALSE,0,0,,
286,ITEM_GRIP_CLAW,10000,5000,0,0,90,0,FALSE,FALSE,0,0,,
287,ITEM_CHOICE_SCARF,100000,50000,0,0,10,0,FALSE,FALSE,0,0,,
288,ITEM_STICKY_BARB,10000,5000,0,8,80,0,FALSE,FALSE,0,0,,
289,ITEM_POWER_BRACER,10000,5000,0,4,70,0,FALSE,FALSE,0,0,,
290,ITEM_POWER_BELT,10000,5000,0,4,70,0,FALSE,FALSE,0,0,,
291,ITEM_POWER_LENS,10000,5000,0,4,70,0,FALSE,FALSE,0,0,,
292,ITEM_POWER_BAND,10000,5000,0,4,70,0,FALSE,FALSE,0,0,,
293,ITEM_POWER_ANKLET,10000,5000,0,4,70,0,FALSE,FALSE,0,0,,
294,ITEM_POWER_WEIGHT,10000,5000,0,4,70,0,FALSE,FALSE,0,0,,
295,ITEM_SHED_SHELL,20000,10000,0,0,10,0,FALSE,FALSE,0,0,,
296,ITEM_BIG_ROOT,10000,5000,0,30,10,0,FALSE,FALSE,0,0,,
297,ITEM_CHOICE_SPECS,100000,50000,0,0,10,0,FALSE,FALSE,0,0,,
298,ITEM_FLAME_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
299,ITEM_SPLASH_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
300,ITEM_ZAP_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
301,ITEM_MEADOW_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
302,ITEM_ICICLE_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
303,ITEM_FIST_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
304,ITEM_TOXIC_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
305,ITEM_EARTH_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
306,ITEM_SKY_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
307,ITEM_MIND_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
308,ITEM_INSECT_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
309,ITEM_STONE_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
310,ITEM_SPOOKY_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
311,ITEM_DRACO_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
312,ITEM_DREAD_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
313,ITEM_IRON_PLATE,1000,500,0,20,90,0,FALSE,FALSE,0,0,,
314,ITEM_ODD_INCENSE,9600,4800,0,20,10,0,FALSE,FALSE,0,0,,
315,ITEM_ROCK_INCENSE,9600,4800,0,20,10,0,FALSE,FALSE,0,0,,
316,ITEM_FULL_INCENSE,9600,4800,0,0,10,0,FALSE,FALSE,0,0,,
317,ITEM_WAVE_INCENSE,9600,4800,0,20,10,0,FALSE,FALSE,0,0,,
318,ITEM_ROSE_INCENSE,9600,4800,0,20,10,0,FALSE,FALSE,0,0,,
319,ITEM_LUCK_INCENSE,9600,4800,0,10,10,0,FALSE,FALSE,0,0,,
320,ITEM_PURE_INCENSE,9600,4800,0,0,10,0,FALSE,FALSE,0,0,,
321,ITEM_PROTECTOR,2100,1050,0,0,80,0,FALSE,FALSE,0,0,,
322,ITEM_ELECTIRIZER,2100,1050,0,0,80,0,FALSE,FALSE,0,0,,
323,ITEM_MAGMARIZER,2100,1050,0,0,80,0,FALSE,FALSE,0,0,,
324,ITEM_DUBIOUS_DISC,2100,1050,0,0,50,0,FALSE,FALSE,0,0,,
325,ITEM_REAPER_CLOTH,4000,2000,0,0,10,0,FALSE,FALSE,0,0,,
326,ITEM_RAZOR_CLAW,15000,7500,0,0,80,0,FALSE,FALSE,0,0,,
327,ITEM_RAZOR_FANG,4000,2000,0,10,30,26,FALSE,FALSE,0,0,,
428,ITEM_EXPLORER_KIT,0,0,0,0,0,0,FALSE,FALSE,0,0,,
485,ITEM_RED_APRICORN,200,100,0,0,0,0,TRUE,FALSE,0,0,,
486,ITEM_YELLOW_APRICORN,200,100,0,0,0,0,TRUE,FALSE,0,0,,
487,ITEM_BLUE_APRICORN,200,100,0,0,0,0,TRUE,FALSE,0,0,,
488,ITEM_GREEN_APRICORN,200,100,0,0,0,0,TRUE,FALSE,0,0,,
489,ITEM_PINK_APRICORN,200,100,0,0,0,0,TRUE,FALSE,0,0,,
490,ITEM_WHITE_APRICORN,200,100,0,0,0,0,TRUE,FALSE,0,0,,
491,ITEM_BLACK_APRICORN,200,100,0,0,0,0,TRUE,FALSE,0,0,,
505,ITEM_DATA_CARD_01,0,0,0,0,0,0,TRUE,FALSE,0,0,,
506,ITEM_DATA_CARD_02,0,0,0,0,0,0,TRUE,FALSE,0,0,,
507,ITEM_DATA_CARD_03,0,0,0,0,0,0,TRUE,FALSE,0,0,,
508,ITEM_DATA_CARD_04,0,0,0,0,0,0,TRUE,FALSE,0,0,,
509,ITEM_DATA_CARD_05,0,0,0,0,0,0,TRUE,FALSE,0,0,,
510,ITEM_DATA_CARD_06,0,0,0,0,0,0,TRUE,FALSE,0,0,,
511,ITEM_DATA_CARD_07,0,0,0,0,0,0,TRUE,FALSE,0,0,,
512,ITEM_DATA_CARD_08,0,0,0,0,0,0,TRUE,FALSE,0,0,,
513,ITEM_DATA_CARD_09,0,0,0,0,0,0,TRUE,FALSE,0,0,,
514,ITEM_DATA_CARD_10,0,0,0,0,0,0,TRUE,FALSE,0,0,,
515,ITEM_DATA_CARD_11,0,0,0,0,0,0,TRUE,FALSE,0,0,,
516,ITEM_DATA_CARD_12,0,0,0,0,0,0,TRUE,FALSE,0,0,,
517,ITEM_DATA_CARD_13,0,0,0,0,0,0,TRUE,FALSE,0,0,,
518,ITEM_DATA_CARD_14,0,0,0,0,0,0,TRUE,FALSE,0,0,,
519,ITEM_DATA_CARD_15,0,0,0,0,0,0,TRUE,FALSE,0,0,,
520,ITEM_DATA_CARD_16,0,0,0,0,0,0,TRUE,FALSE,0,0,,
521,ITEM_DATA_CARD_17,0,0,0,0,0,0,TRUE,FALSE,0,0,,
522,ITEM_DATA_CARD_18,0,0,0,0,0,0,TRUE,FALSE,0,0,,
523,ITEM_DATA_CARD_19,0,0,0,0,0,0,TRUE,FALSE,0,0,,
524,ITEM_DATA_CARD_20,0,0,0,0,0,0,TRUE,FALSE,0,0,,
525,ITEM_DATA_CARD_21,0,0,0,0,0,0,TRUE,FALSE,0,0,,
526,ITEM_DATA_CARD_22,0,0,0,0,0,0,TRUE,FALSE,0,0,,
527,ITEM_DATA_CARD_23,0,0,0,0,0,0,TRUE,FALSE,0,0,,
528,ITEM_DATA_CARD_24,0,0,0,0,0,0,TRUE,FALSE,0,0,,
529,ITEM_DATA_CARD_25,0,0,0,0,0,0,TRUE,FALSE,0,0,,
530,ITEM_DATA_CARD_26,0,0,0,0,0,0,TRUE,FALSE,0,0,,
531,ITEM_DATA_CARD_27,0,0,0,0,0,0,TRUE,FALSE,0,0,,
537,ITEM_PRISM_SCALE,3000,1500,0,0,30,0,FALSE,FALSE,0,0,,
538,ITEM_EVIOLITE,50000,25000,0,0,30,0,FALSE,FALSE,0,0,,
539,ITEM_FLOAT_STONE,10000,5000,0,0,30,0,FALSE,FALSE,0,0,,
540,ITEM_ROCKY_HELMET,50000,25000,0,6,30,0,FALSE,FALSE,0,0,,
541,ITEM_AIR_BALLOON,15000,7500,0,0,30,0,FALSE,FALSE,0,0,,
542,ITEM_RED_CARD,30000,15000,0,0,30,0,FALSE,FALSE,0,0,,
543,ITEM_RING_TARGET,10000,5000,0,0,30,0,FALSE,FALSE,0,0,,
544,ITEM_BINDING_BAND,20000,10000,0,0,30,0,FALSE,FALSE,0,0,,
545,ITEM_ABSORB_BULB,5000,2500,0,0,30,0,FALSE,FALSE,0,0,,
546,ITEM_CELL_BATTERY,5000,2500,0,0,30,0,FALSE,FALSE,0,0,,
547,ITEM_EJECT_BUTTON,30000,15000,0,0,30,0,FALSE,FALSE,0,0,,
548,ITEM_FIRE_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
549,ITEM_WATER_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
550,ITEM_ELECTRIC_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
551,ITEM_GRASS_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
552,ITEM_ICE_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
553,ITEM_FIGHTING_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
554,ITEM_POISON_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
555,ITEM_GROUND_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
556,ITEM_FLYING_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
557,ITEM_PSYCHIC_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
558,ITEM_BUG_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
559,ITEM_ROCK_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
560,ITEM_GHOST_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
561,ITEM_DRAGON_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
562,ITEM_DARK_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
563,ITEM_STEEL_GEM,200,100,0,0,30,0,FALSE,FALSE,0,0,,
564,ITEM_NORMAL_GEM,15000,7500,0,0,30,0,FALSE,FALSE,0,0,,
565,ITEM_HEALTH_FEATHER,300,150,0,0,30,0,FALSE,FALSE,0,0,,
566,ITEM_MUSCLE_FEATHER,300,150,0,0,30,0,FALSE,FALSE,0,0,,
567,ITEM_RESIST_FEATHER,300,150,0,0,30,0,FALSE,FALSE,0,0,,
568,ITEM_GENIUS_FEATHER,300,150,0,0,30,0,FALSE,FALSE,0,0,,
569,ITEM_CLEVER_FEATHER,300,150,0,0,30,0,FALSE,FALSE,0,0,,
570,ITEM_SWIFT_FEATHER,300,150,0,0,30,0,FALSE,FALSE,0,0,,
571,ITEM_PRETTY_FEATHER,2000,1000,0,0,30,0,FALSE,FALSE,0,0,,
572,ITEM_COVER_FOSSIL,1000,500,0,0,100,0,FALSE,FALSE,0,0,,
573,ITEM_PLUME_FOSSIL,1000,500,0,0,100,0,FALSE,FALSE,0,0,,
574,ITEM_LIBERTY_PASS,0,0,0,0,0,0,FALSE,FALSE,0,0,,
575,ITEM_PASS_ORB,0,0,0,0,0,0,FALSE,FALSE,0,0,,
577,ITEM_POKE_TOY,0,0,0,0,0,0,FALSE,FALSE,0,0,,
578,ITEM_PROP_CASE,0,0,0,0,0,0,FALSE,FALSE,0,0,,
579,ITEM_DRAGON_SKULL,0,0,0,0,0,0,FALSE,FALSE,0,0,,
580,ITEM_BALM_MUSHROOM,30000,15000,0,0,30,0,FALSE,FALSE,0,0,,
581,ITEM_BIG_NUGGET,80000,40000,0,0,130,0,FALSE,FALSE,0,0,,
582,ITEM_PEARL_STRING,40000,20000,0,0,30,0,FALSE,FALSE,0,0,,
583,ITEM_COMET_SHARD,50000,25000,0,0,30,0,FALSE,FALSE,0,0,,
584,ITEM_RELIC_COPPER,0,0,0,0,30,0,FALSE,FALSE,0,0,,
585,ITEM_RELIC_SILVER,0,0,0,0,30,0,FALSE,FALSE,0,0,,
586,ITEM_RELIC_GOLD,0,0,0,0,30,0,FALSE,FALSE,0,0,,
587,ITEM_RELIC_VASE,0,0,0,0,30,0,FALSE,FALSE,0,0,,
588,ITEM_RELIC_BAND,0,0,0,0,30,0,FALSE,FALSE,0,0,,
589,ITEM_RELIC_STATUE,0,0,0,0,30,0,FALSE,FALSE,0,0,,
590,ITEM_RELIC_CROWN,0,0,0,0,30,0,FALSE,FALSE,0,0,,
592,ITEM_DIRE_HIT_2,0,0,0,0,0,0,FALSE,FALSE,0,0,,
593,ITEM_X_SPEED_2,0,0,0,0,0,0,FALSE,FALSE,0,0,,
594,ITEM_X_SP_ATK_2,0,0,0,0,0,0,FALSE,FALSE,0,0,,
595,ITEM_X_SP_DEF_2,0,0,0,0,0,0,FALSE,FALSE,0,0,,
596,ITEM_X_DEFENSE_2,0,0,0,0,0,0,FALSE,FALSE,0,0,,
597,ITEM_X_ATTACK_2,0,0,0,0,0,0,FALSE,FALSE,0,0,,
598,ITEM_X_ACCURACY_2,0,0,0,0,0,0,FALSE,FALSE,0,0,,
599,ITEM_X_SPEED_3,0,0,0,0,0,0,FALSE,FALSE,0,0,,
600,ITEM_X_SP_ATK_3,0,0,0,0,0,0,FALSE,FALSE,0,0,,
601,ITEM_X_SP_DEF_3,0,0,0,0,0,0,FALSE,FALSE,0,0,,
602,ITEM_X_DEFENSE_3,0,0,0,0,0,0,FALSE,FALSE,0,0,,
603,ITEM_X_ATTACK_3,0,0,0,0,0,0,FALSE,FALSE,0,0,,
604,ITEM_X_ACCURACY_3,0,0,0,0,0,0,FALSE,FALSE,0,0,,
605,ITEM_X_SPEED_6,0,0,0,0,0,0,FALSE,FALSE,0,0,,
606,ITEM_X_SP_ATK_6,0,0,0,0,0,0,FALSE,FALSE,0,0,,
