event_file,maps,index,ow_id,overlay_entry,type,movement,flag,script,orientation,sight_range,x_range,y_range,x_map,x_matrix,y_map,y_matrix,z
0004,D17R1101(H6),0,0,355,NORMAL,0,0x02CA,2,2,0,0,0,30,0,11,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),0,0,148,NORMAL,14,0x01C6,0,0,0,0,0,23,0,14,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),1,1,382,NORMAL,2,0x01C7,2,3,0,0,0,23,0,23,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),2,2,355,NORMAL,3,0x01CC,3,3,0,1,0,23,0,26,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),3,3,227,TRAINER,17,0x0000,3280,3,3,0,0,6,0,9,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),4,4,227,TRAINER,15,0x0000,3281,1,3,0,0,22,0,8,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),5,5,1039,NORMAL,15,0x01E0,0,1,0,0,0,15,0,16,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),6,6,1037,NORMAL,15,0x01DE,0,1,0,0,0,14,0,15,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),7,7,1038,NORMAL,15,0x01DF,0,1,0,0,0,16,0,15,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),8,8,85,NORMAL,0,0x0010,10001,0,0,0,0,5,0,22,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),9,9,85,NORMAL,0,0x0011,10001,0,0,0,0,6,0,23,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),10,10,85,NORMAL,0,0x0012,10001,0,0,0,0,7,0,25,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),11,11,87,NORMAL,0,0x0431,7045,0,0,0,0,7,0,26,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),12,12,87,NORMAL,0,0x050B,7018,0,0,0,0,15,0,9,0,0
0005,D18R0101(H7); BURNT TWR F1(H268),13,13,1039,NORMAL,15,0x030E,0,1,0,0,0,14,0,7,0,0
0006,R01(H9); RT 1 AREA 1(H22),0,0,262,NORMAL,0,0x0000,2800,1,3,0,0,26,30,11,37,0
0006,R01(H9); RT 1 AREA 1(H22),1,1,328,NORMAL,3,0x027E,1,1,0,3,3,23,30,12,37,0
0007,RT 2 AREA 1(H30); RT 2 AREA 2(H31),0,0,4,TRAINER,8,0x0000,3000,1,3,0,0,13,28,18,36,0
0007,RT 2 AREA 1(H30); RT 2 AREA 2(H31),1,1,12,TRAINER,0,0x0000,3001,1,3,0,0,3,29,14,35,0
0007,RT 2 AREA 1(H30); RT 2 AREA 2(H31),2,2,9,TRAINER,11,0x0000,3002,3,4,0,0,25,27,2,37,0
0008,RT 3 AREA 1(H39); RT 3 AREA 2(H40),0,0,317,TRAINER,8,0x0000,3006,1,5,0,0,27,31,22,36,0
0008,RT 3 AREA 1(H39); RT 3 AREA 2(H40),1,1,12,TRAINER,9,0x0000,3007,1,6,0,0,2,33,9,37,0
0008,RT 3 AREA 1(H39); RT 3 AREA 2(H40),2,2,45,TRAINER,43,0x0000,3008,2,2,20,2,28,32,25,35,0
0009,RT 3 AREA 3(H42),0,0,1431,NORMAL,0,0x0310,1,1,0,0,0,16,35,8,33,0
0010,RT 3 AREA 4(H43),0,0,211,TRAINER,0,0x0000,3010,3,0,0,0,5,34,9,33,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),0,0,97,TRAINER,0,0x0000,3012,3,0,0,0,2,30,25,34,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),1,1,5,TRAINER,0,0x0000,3013,0,2,0,0,6,31,26,34,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),2,2,5,TRAINER,0,0x0000,3016,1,2,0,0,11,31,24,34,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),3,3,5,TRAINER,46,0x0000,3017,2,4,0,0,19,29,24,34,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),4,4,141,TRAINER,0,0x0000,3018,1,4,0,0,18,29,8,34,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),5,5,5,TRAINER,8,0x0000,3019,1,4,0,0,19,29,1,34,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),6,6,5,TRAINER,6,0x0000,3020,2,4,0,0,21,30,12,34,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),7,7,5,TRAINER,15,0x0000,3022,1,2,0,0,6,31,8,34,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),8,8,5,TRAINER,14,0x0000,3023,0,2,0,0,10,31,10,34,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),9,9,5,TRAINER,0,0x0000,3024,3,2,0,0,28,29,17,33,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),10,10,5,TRAINER,0,0x0000,3027,2,2,0,0,30,29,14,33,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),11,11,5,TRAINER,13,0x0000,3032,1,3,0,0,4,30,25,32,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),12,12,5,TRAINER,12,0x0000,3034,0,3,0,0,19,31,22,33,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),13,13,141,TRAINER,0,0x0000,3035,3,3,0,0,2,31,21,33,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),14,14,5,TRAINER,7,0x0000,3036,0,3,0,0,4,32,15,33,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),15,15,5,TRAINER,0,0x0000,3037,3,3,0,0,6,32,7,33,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),16,16,5,TRAINER,0,0x0000,3038,2,3,0,0,10,32,3,33,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),17,17,5,TRAINER,37,0x0000,3039,0,3,3,3,10,32,20,32,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),18,18,5,TRAINER,38,0x0000,3042,1,3,3,3,10,32,13,32,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),19,19,5,TRAINER,37,0x0000,3046,0,3,3,3,14,32,9,32,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),20,20,141,TRAINER,0,0x0000,3047,2,3,0,0,10,32,27,30,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),21,21,5,TRAINER,38,0x0000,3049,1,3,3,3,16,30,18,33,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),22,22,633,NORMAL,0,0x0273,1,1,0,0,0,19,31,16,32,0
0011,LOB FOREST 01(H47); LOB FOREST 02(H48); LOB FOREST 03(H49); LOB FOREST 04(H50); LOB FOREST 05(H51); LOB FOREST 06(H52); LOB FOREST 07(H53); LOB FOREST 08(H54); LOB FOREST 09(H55),23,23,1548,NORMAL,0,0x0274,1,3,0,0,0,7,29,19,33,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),0,0,86,NORMAL,0,0x0010,10000,1,0,0,0,20,31,14,26,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),1,1,86,NORMAL,0,0x0011,10000,1,0,0,0,26,29,20,28,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),2,2,86,NORMAL,0,0x0012,10000,1,0,0,0,5,31,24,28,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),3,3,87,ITEM,0,0x0000,7026,1,0,0,0,10,28,7,26,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),4,4,521,NORMAL,0,0x0000,1,1,0,0,0,27,28,20,26,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),5,5,317,TRAINER,0,0x0000,5070,3,3,0,0,13,26,27,29,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),6,6,317,TRAINER,0,0x0000,5071,2,3,0,0,16,26,27,29,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),7,7,317,TRAINER,2,0x0000,3072,2,4,0,0,23,26,29,29,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),8,8,317,TRAINER,0,0x0000,3073,0,1,0,0,7,26,11,29,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),9,9,326,TRAINER,2,0x0000,3074,0,4,0,0,19,26,3,29,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),10,10,317,TRAINER,2,0x0000,3075,1,4,0,0,24,26,26,28,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),11,11,347,TRAINER,0,0x0000,3085,0,2,0,0,1,26,0,27,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),12,12,317,TRAINER,9,0x0000,3086,3,2,0,0,22,26,2,28,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),13,13,44,TRAINER,0,0x0000,3087,3,2,16,2,16,26,22,27,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),14,14,317,TRAINER,3,0x0000,3088,1,4,6,6,24,25,9,27,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),15,15,317,TRAINER,3,0x0000,3091,1,4,6,6,11,26,2,28,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),16,16,347,TRAINER,0,0x0000,3095,2,1,6,6,31,25,8,28,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),17,17,347,TRAINER,0,0x0000,3096,3,1,6,6,6,27,19,29,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),18,18,326,TRAINER,0,0x0000,3104,3,6,6,6,0,27,8,27,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),19,19,317,TRAINER,0,0x0000,3107,2,6,6,6,6,27,8,27,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),20,20,35,TRAINER,0,0x0000,3102,2,6,6,6,17,27,30,27,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),21,21,35,TRAINER,0,0x0000,3103,3,6,6,6,13,27,30,27,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),22,22,326,TRAINER,9,0x0000,3121,1,4,6,6,21,31,9,26,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),23,23,326,TRAINER,0,0x0000,3122,2,4,6,6,26,31,18,25,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),24,24,44,TRAINER,0,0x0000,3124,0,4,6,6,0,32,5,25,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),25,25,317,TRAINER,9,0x0000,3126,1,4,6,6,7,32,15,25,0
0014,RT 5 AREA 1(H78); RT 5 AREA 2(H83); SUB PATH 1(H86); SUB PATH 2(H87); SUB PATH 3(H88); SUB PATH 4(H89); RT 5 AREA 3(H103); RT 5 AREA 4(H106); RT 5 AREA 5(H119),26,26,347,TRAINER,0,0x0000,3127,1,4,6,6,0,32,26,25,0
0015,-(H74); ROCK CAVE 01(H90); ICE CAVE 01(H92); STEEL CAVE 01(H94),0,0,368,NORMAL,3,0x0264,3,1,0,0,0,22,44,23,5,0
0015,-(H74); ROCK CAVE 01(H90); ICE CAVE 01(H92); STEEL CAVE 01(H94),1,1,1025,NORMAL,15,0x0297,4,1,0,0,0,11,44,24,5,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),0,0,86,NORMAL,0,0x0010,10000,1,0,0,0,8,29,30,21,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),1,1,20,TRAINER,0,0x0000,3120,3,4,0,0,6,29,28,21,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),2,2,377,TRAINER,8,0x0000,3133,2,4,0,0,12,29,3,22,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),3,3,347,TRAINER,0,0x0000,3134,1,4,0,0,14,27,9,23,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),4,4,141,TRAINER,2,0x0000,3135,3,4,0,0,8,29,17,22,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),5,5,20,TRAINER,13,0x0000,3136,1,5,0,0,12,27,3,23,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),6,6,377,TRAINER,2,0x0000,3138,1,5,0,0,29,28,14,22,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),7,7,20,TRAINER,9,0x0000,3141,3,5,0,0,26,28,4,22,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),8,8,20,TRAINER,7,0x0000,3142,0,5,0,0,8,28,4,22,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),9,9,347,TRAINER,0,0x0000,3143,1,5,0,0,29,27,13,23,0
0016,MELT 10 HS12(H117); RT 6 AREA 1(H121); RT 6 AREA 2(H122); RT 6 AREA 3(H123); RT 6 AREA 4(H124),10,10,377,TRAINER,2,0x0000,3144,1,5,0,0,21,27,15,22,0
